potds,score
70,79
91,80
106,100
54,95
124,98
50,98
94,78
92,100
76,95
61,75
101,100
81,88
103,100
77,76
81,71
78,73
103,74
100,76
60,96
74,91
97,100
68,84
67,100
45,52
52,72
70,53
52,83
88,90
112,84
60,83
14,26
69,100
39,74
60,25
112,88
25,41
98,93
87,99
98,82
60,78
81,57
113,86
113,100
48,76
90,94
70,75
100,100
78,75
61,58
67,62
57,62
73,85
32,68
107,87
71,35
70,100
91,90
62,59
127,100
71,85
91,82
71,71
90,100
41,72
77,68
113,74
118,78
103,99
107,87
77,65
116,80
86,76
81,92
83,73
62,45
89,100
74,91
42,63
69,45
83,75
64,55
63,100
83,95
112,86
72,32
71,69
120,100
79,86
41,66
34,55
48,91
66,75
72,82
88,91
101,80
71,77
72,95
98,85
96,76
51,81
106,86
50,57
53,83
108,81
115,80
93,71
70,89
52,60
45,36
126,100
53,79
127,100
118,94
62,100
49,75
52,75
48,76
121,96
28,51
54,60
53,87
109,90
85,100
70,69
40,69
88,100
40,40
60,90
38,51
77,92
111,100
87,73
67,75
75,61
86,100
81,76
78,86
76,81
107,94
100,100
71,75
92,71
105,74
92,72
65,61
108,69
42,81
78,36
31,52
130,100
47,65
