potds,score
34,55
55,100
33,46
60,24
43,72
75,56
82,83
48,90
39,47
46,67
77,100
70,64
53,82
103,72
49,76
112,100
43,79
58,35
29,52
104,62
120,98
64,82
65,88
85,48
69,84
39,53
31,33
91,66
60,89
99,99
61,69
41,60
124,85
121,96
48,53
90,74
82,62
35,56
74,53
71,82
83,67
78,64
102,100
122,80
117,87
56,81
60,23
102,60
81,75
101,56
105,74
78,61
73,77
66,76
111,75
78,100
112,98
90,92
74,100
83,60
80,70
63,36
67,74
60,70
65,24
113,100
80,73
54,60
84,90
109,96
60,51
62,62
67,99
116,99
45,63
97,79
97,71
13,41
51,56
120,96
85,62
115,98
62,61
79,68
84,86
96,100
49,81
74,86
44,68
78,60
67,99
45,57
37,69
54,52
87,86
117,87
104,100
27,27
72,76
94,58
99,87
68,81
93,83
66,87
63,100
59,88
43,33
97,74
56,59
49,75
73,81
104,95
49,13
59,87
57,88
47,34
93,86
119,100
95,64
101,74
42,68
52,49
78,58
96,52
38,64
98,100
52,75
60,72
106,89
84,68
28,45
108,100
41,59
58,65
53,61
71,100
64,93
102,100
89,68
36,30
75,45
123,100
32,54
129,100
89,83
48,63
70,86
58,85
110,88
79,100
89,52
78,96
44,72
98,100
43,57
66,93
98,88
130,100
114,100
118,97
75,95
113,59
114,84
112,99
82,100
92,98
77,42
114,100
78,100
72,100
73,41
88,96
57,58
85,99
64,48
89,89
64,82
56,71
87,70
117,83
66,70
87,84
78,70
52,59
83,44
103,82
32,42
83,86
117,96
79,88
108,100
112,92
58,63
22,57
106,98
76,68
98,82
95,81
114,99
78,64
114,79
89,74
108,85
75,100
56,53
105,56
85,74
59,88
78,66
60,93
119,97
58,54
11,32
101,59
76,90
72,83
85,63
62,58
90,100
40,68
41,55
92,63
90,64
130,100
64,59
96,81
80,81
39,78
107,100
116,89
115,100
56,97
25,57
86,97
38,35
106,100
103,88
8,40
33,49
101,79
113,100
71,90
89,82
108,71
45,87
112,75
49,63
73,40
89,80
61,72
75,100
46,68
54,82
131,100
81,63
26,52
59,71
57,84
69,68
90,52
113,100
91,97
105,100
59,81
54,63
59,97
73,77
87,100
57,58
79,69
49,77
78,72
66,70
72,86
64,53
94,71
61,70
90,57
116,90
107,100
90,66
63,96
108,82
57,89
57,70
80,62
101,69
79,90
106,100
16,22
84,89
80,64
99,86
55,81
43,38
107,77
58,92
112,98
47,67
45,38
103,78
99,46
79,36
129,86
41,91
60,81
95,75
76,49
75,34
72,95
66,76
53,75
73,100
117,94
94,53
48,73
71,93
73,38
90,75
61,58
68,70
24,33
53,67
74,65
48,51
68,51
67,88
59,81
47,52
119,93
79,47
59,53
87,86
80,100
113,95
107,94
104,100
84,61
57,45
103,100
112,82
18,36
73,54
32,58
60,100
106,94
86,93
72,97
57,55
86,73
87,100
82,54
99,100
113,100
79,53
31,41
63,89
71,55
105,71
87,80
70,96
52,76
66,60
86,56
44,83
20,53
125,86
70,88
78,81
62,84
80,92
49,43
104,96
50,56
60,56
51,55
95,49
88,51
57,65
95,95
64,78
124,88
98,74
82,73
93,80
51,94
62,46
114,100
65,52
90,53
49,60
81,73
112,76
