potds,score
116,94
89,89
86,93
25,55
74,82
86,68
101,89
48,65
84,66
53,64
99,98
95,90
79,63
78,89
75,77
77,85
104,99
113,98
115,100
74,65
65,57
54,69
76,82
72,71
74,60
68,80
82,57
40,60
48,81
72,78
31,66
64,89
86,87
73,73
94,95
109,90
65,58
106,62
54,87
112,95
57,83
46,57
107,95
119,97
122,88
88,91
83,69
80,77
57,74
62,62
117,96
54,62
60,67
110,99
101,74
60,90
134,98
58,85
44,70
33,73
76,91
105,78
75,57
53,79
111,96
85,82
89,98
85,57
71,73
71,67
62,71
123,87
113,92
105,85
58,99
89,96
95,76
92,85
71,55
60,99
63,85
18,57
57,85
82,58
87,75
35,70
67,74
82,88
36,72
49,76
68,78
47,63
103,98
74,85
113,99
49,90
83,100
105,87
38,68
94,75
95,83
57,92
62,88
31,69
27,63
115,91
54,86
105,100
108,100
82,91
57,84
57,69
117,98
89,67
68,69
68,67
72,82
66,83
38,76
106,75
81,72
93,81
56,59
69,61
63,93
69,93
103,77
52,71
86,98
35,60
83,74
76,65
101,65
77,82
88,93
60,55
59,98
111,81
58,92
78,93
91,81
70,97
42,81
71,61
64,75
75,55
36,89
100,81
36,56
31,62
103,89
84,90
66,75
91,92
116,95
61,58
49,74
26,61
