potds,score
28,45
81,91
33,40
56,41
118,88
53,44
110,100
112,72
34,53
101,90
65,68
21,67
42,62
125,95
83,91
66,45
30,63
68,69
60,46
11,52
79,68
91,54
95,68
74,76
60,60
90,78
117,73
80,62
78,83
61,41
84,65
96,92
86,98
71,63
79,61
77,88
83,88
99,74
74,76
49,40
79,91
109,92
43,63
94,59
111,84
80,99
78,71
45,83
90,94
7,48
39,49
75,79
69,62
130,89
4,45
27,60
114,81
61,42
117,86
106,95
47,86
46,65
35,64
130,93
95,77
64,72
37,54
28,48
77,46
50,76
90,97
68,83
77,56
116,97
118,77
62,87
97,55
49,68
32,57
98,75
8,48
100,80
56,87
99,73
112,87
101,51
75,66
70,77
42,65
75,49
94,62
85,97
90,90
64,76
72,85
51,52
37,53
16,51
67,68
76,57
109,73
89,84
93,70
69,81
21,41
47,69
68,65
111,87
113,94
82,83
86,80
92,48
101,93
108,72
47,60
71,95
70,94
88,70
27,52
87,73
27,59
112,82
60,63
29,47
56,49
59,42
117,97
60,63
110,87
