potds,score
73,87
85,100
77,39
124,100
34,63
98,74
61,54
112,97
65,45
71,90
30,49
93,65
88,55
78,100
66,88
81,100
57,92
53,90
40,59
122,96
58,46
116,90
104,100
82,94
115,88
60,55
51,85
38,65
56,60
78,65
67,64
48,72
108,84
87,72
89,74
19,37
59,80
102,82
94,80
52,93
106,83
70,75
27,51
63,78
39,70
96,60
45,52
103,84
74,91
89,65
99,67
92,68
72,66
87,74
51,42
58,75
66,44
56,65
64,62
59,78
75,100
59,74
68,96
124,99
50,69
66,82
115,88
51,47
69,76
59,64
120,90
66,45
93,79
38,59
94,83
53,84
78,59
61,100
94,71
60,73
105,84
95,64
104,79
76,86
84,70
86,73
76,100
73,96
47,62
111,100
71,77
61,85
53,56
113,100
90,57
60,65
55,74
66,64
113,83
116,93
110,100
86,76
84,88
77,99
61,98
29,63
50,72
101,85
108,69
70,81
45,58
92,99
62,99
58,73
86,100
22,46
100,85
78,83
48,92
46,61
86,59
88,100
87,65
45,71
101,100
80,66
62,92
71,83
82,56
61,90
109,89
127,100
78,78
72,77
106,100
96,65
61,67
93,70
52,75
74,75
108,88
100,63
39,55
45,62
68,68
80,82
