potds,score
73,95
85,84
77,59
124,95
34,82
98,89
61,62
112,87
65,55
71,83
30,55
93,75
88,57
78,93
66,97
81,89
57,80
53,83
40,72
122,99
58,60
116,80
104,86
82,80
115,76
60,67
51,85
38,82
56,77
78,71
67,78
48,92
108,78
87,69
89,75
19,56
59,69
102,75
94,96
52,78
106,96
70,74
27,60
63,72
39,59
96,74
45,55
103,91
74,92
89,76
99,70
92,86
72,81
87,56
51,60
58,67
66,61
56,57
64,65
59,70
75,93
59,57
68,95
124,86
50,58
66,62
115,93
51,59
69,72
59,70
120,93
66,61
93,62
38,66
94,99
53,75
78,74
61,88
94,70
60,73
105,83
95,82
104,97
76,88
84,62
86,85
76,88
73,79
47,76
111,89
71,68
61,91
53,69
113,97
90,67
60,77
55,64
66,67
113,91
116,88
110,96
86,62
84,69
77,100
61,79
29,59
50,89
101,67
108,77
70,69
45,60
92,87
62,97
58,88
86,85
22,56
100,87
78,86
48,82
46,66
86,58
88,91
87,64
45,75
101,99
80,59
62,93
71,70
82,56
61,87
109,100
127,85
78,79
72,88
106,92
96,78
61,69
93,74
52,84
74,58
108,99
100,77
39,59
45,62
68,60
80,82
