potds,score
43,54
58,77
84,76
53,77
74,64
16,40
91,65
88,53
86,85
69,65
45,74
77,95
85,58
112,74
81,59
84,91
112,80
86,61
88,81
59,45
71,94
53,58
63,71
92,72
101,74
62,84
66,100
49,84
57,82
97,96
103,100
77,54
89,100
89,100
48,45
97,63
67,84
104,100
63,82
130,100
53,82
64,85
95,92
54,60
12,35
109,80
59,48
52,81
85,68
59,54
102,84
68,50
31,41
50,50
45,60
121,88
93,95
48,78
49,50
66,96
81,65
88,67
101,96
86,50
69,74
49,74
94,71
107,83
107,97
75,64
61,64
89,95
65,62
45,48
68,72
46,57
104,90
84,73
63,100
47,77
72,71
62,95
52,82
115,90
62,73
74,89
97,97
16,50
61,100
54,61
72,83
64,100
95,49
104,95
64,80
81,94
86,67
65,86
120,100
71,76
58,74
93,66
106,87
41,58
59,89
92,97
50,83
66,76
73,82
27,59
84,94
69,70
87,100
94,63
104,79
128,100
72,89
54,74
38,61
95,93
87,93
88,67
108,98
88,89
114,94
43,75
84,79
70,89
87,93
64,90
28,65
50,66
64,65
68,93
95,79
119,100
78,78
79,68
32,50
99,100
74,82
94,79
77,100
81,80
79,74
82,100
95,82
