score
67
94
88
55
97
81
85
57
48
25
73
91
34
81
84
94
100
95
100
49
29
78
89
41
49
67
68
63
54
77
38
61
91
91
63
70
61
85
64
91
100
76
89
100
100
82
100
75
90
52
100
41
73
100
89
77
100
89
40
54
89
76
52
85
80
97
72
60
72
94
56
82
77
84
76
75
56
81
56
87
80
21
85
44
95
44
81
79
65
85
63
46
94
76
100
69
100
95
79
64
89
84
100
51
58
77
81
71
89
66
92
70
92
96
65
93
94
60
61
89
72
58
70
45
95
97
84
72
91
66
59
79
94
54
79
71
62
92
99
80
78
100
49
74
97
62
50
77
56
60
86
94
65
69
74
25
63
54
