potds,score
34,55
85,48
121,96
81,75
73,77
13,41
62,61
42,68
52,49
64,93
87,84
32,42
95,81
56,53
85,74
101,59
85,63
130,100
38,35
89,82
90,57
107,100
84,89
79,36
48,51
73,54
86,73
113,100
62,46
