score
50
72
61
86
66
99
98
68
80
74
66
58
97
80
86
79
55
86
70
63
41
45
86
71
98
97
83
56
88
57
84
85
78
77
44
77
73
75
100
85
57
76
74
85
66
85
77
65
70
62
92
56
83
83
62
97
62
59
90
84
70
48
71
61
52
78
46
90
67
41
99
97
91
98
82
58
91
89
57
44
73
81
91
66
93
89
84
43
66
86
94
72
56
58
56
100
96
79
68
74
61
56
76
60
100
92
66
58
92
82
100
70
99
63
64
60
91
94
85
75
61
75
94
70
88
89
90
98
73
58
83
80
63
66
88
47
86
55
79
97
78
89
91
43
82
87
98
89
71
68
48
73
87
78
84
56
48
56
44
69
62
76
97
68
68
96
79
85
85
74
94
77
71
61
61
60
73
67
75
62
62
62
64
85
42
75
82
55
76
68
59
57
69
90
96
96
73
75
63
94
47
89
86
60
77
83
90
75
100
58
77
80
77
54
55
82
46
62
76
65
56
92
100
75
69
64
77
61
75
87
61
86
59
69
66
70
73
88
78
70
48
90
68
59
78
68
62
81
57
95
89
58
95
64
54
87
47
81
61
63
88
76
72
85
61
86
67
52
83
88
87
91
69
80
62
77
56
68
84
43
96
86
96
83
97
91
99
82
99
69
85
73
98
99
95
55
61
87
90
89
55
61
93
94
100
93
56
95
88
74
93
77
67
79
89
85
87
85
80
73
55
61
70
59
74
81
65
70
86
41
92
55
69
65
63
91
71
67
60
43
68
65
55
72
77
81
62
89
83
55
71
88
66
63
60
83
91
66
96
59
76
81
63
85
87
86
62
70
64
70
83
62
63
73
95
72
58
80
77
61
57
67
73
94
96
89
78
56
80
75
74
72
