potds,score
56,38
118,79
53,35
42,64
11,41
71,71
77,100
78,66
7,36
27,65
61,33
95,84
37,41
77,51
49,57
32,50
85,77
72,80
109,77
93,67
21,42
47,69
88,78
87,61
