potds,score
55,57
75,98
112,91
43,96
58,87
64,91
65,66
31,73
99,70
35,81
102,62
56,94
66,73
78,89
112,95
90,100
80,77
67,62
54,87
84,61
109,97
60,72
97,84
97,72
51,100
115,92
49,74
44,100
87,59
117,81
93,100
66,100
63,100
56,97
73,74
59,87
57,63
93,88
119,95
78,87
96,100
38,63
98,97
60,80
106,80
108,100
41,67
70,92
58,72
89,68
78,80
44,71
98,77
75,88
113,98
82,96
114,70
78,56
72,100
73,100
57,68
64,97
56,100
66,99
78,100
117,77
79,99
112,95
22,83
78,100
89,65
75,76
59,75
60,73
119,78
62,60
92,87
39,62
56,79
106,93
108,74
49,85
46,68
54,100
131,100
59,83
54,68
61,93
57,96
80,91
55,100
58,83
47,89
45,71
99,70
60,98
95,80
75,90
73,90
48,100
24,100
53,68
74,76
67,100
87,81
107,100
104,85
84,100
57,74
112,90
18,67
32,94
106,48
72,60
57,87
87,100
63,96
105,73
86,68
125,88
78,85
62,100
50,65
88,52
95,74
64,100
93,85
51,87
49,86
112,74
