autogrades,score
2,34
4,43
10,86
2,68
8,39
7,84
8,51
7,82
12,76
2,21
2,46
5,13
8,61
8,57
4,88
12,100
12,82
1,48
7,42
9,74
7,100
10,100
7,43
7,5
5,85
8,95
7,73
8,93
