potds,score
84,91
73,78
63,80
93,91
20,72
34,91
47,100
49,100
79,86
103,70
65,82
39,57
87,76
60,54
90,100
36,87
63,85
128,72
84,88
37,87
117,90
126,41
74,98
102,96
52,39
69,66
79,66
122,44
86,100
62,100
32,93
99,100
114,76
111,100
50,100
51,70
77,81
59,94
72,70
123,80
87,72
87,78
67,69
61,72
106,59
80,67
40,87
92,73
91,91
46,84
116,66
125,57
61,100
51,94
126,52
88,41
91,100
45,86
94,95
78,46
57,60
53,54
86,100
52,91
91,74
43,100
89,50
88,67
92,97
100,77
61,80
95,87
108,81
37,69
69,62
84,100
44,91
63,97
93,72
55,97
100,50
89,86
83,99
34,76
100,96
48,87
69,100
63,90
81,100
41,89
65,37
57,69
102,74
57,75
126,62
100,60
78,100
88,63
79,60
58,80
107,95
67,52
76,71
74,100
87,67
58,100
83,100
50,91
60,100
113,94
110,100
59,70
50,41
20,59
104,58
43,58
87,45
84,77
46,100
79,78
33,72
95,100
84,82
60,77
74,88
53,75
86,82
44,87
30,74
95,45
