autogrades,score
4,69
9,84
13,100
7,81
8,65
6,88
9,83
12,85
7,73
3,57
7,63
6,100
10,93
9,100
4,85
7,81
7,63
9,100
6,74
7,60
9,93
11,87
7,80
9,50
8,50
