autogrades,score
11,97
6,100
4,73
10,100
9,78
5,96
12,83
6,59
6,83
5,74
6,63
9,56
9,71
9,87
9,83
9,83
5,76
13,93
5,80
8,86
6,88
9,86
7,91
11,61
7,84
13,91
6,57
9,100
7,63
8,96
12,87
5,100
7,79
8,61
9,93
6,66
8,58
9,100
5,70
7,29
8,53
10,98
12,96
2,61
5,48
11,77
11,97
9,95
6,43
5,46
6,82
10,92
7,70
8,82
10,97
5,84
6,91
9,69
4,84
7,74
11,100
3,57
10,85
7,77
6,86
4,81
8,100
5,86
4,70
10,72
10,99
9,100
8,61
12,94
1,49
13,100
9,36
9,46
11,82
5,95
11,96
9,79
11,80
12,90
13,92
10,100
6,58
6,80
10,69
8,89
7,49
4,86
5,95
9,100
10,75
4,50
11,71
4,65
2,75
7,100
6,85
9,84
9,92
9,84
4,77
6,100
8,100
8,58
3,71
5,97
4,82
13,100
11,77
9,45
1,49
4,57
12,100
7,74
7,81
4,90
5,44
8,100
8,100
1,54
5,71
10,91
10,64
2,63
5,71
6,72
9,83
11,94
11,100
4,87
9,100
11,98
9,77
5,75
4,53
5,63
9,75
8,53
13,94
8,100
5,81
11,82
5,49
12,100
8,81
8,93
7,96
3,75
7,99
7,75
7,100
6,52
11,98
8,100
12,80
13,98
8,41
10,69
6,86
7,98
5,92
12,81
10,70
2,65
11,65
8,82
5,100
10,86
11,92
11,62
9,98
13,100
6,100
12,98
7,71
8,100
9,45
6,85
5,69
10,92
9,94
4,41
8,75
10,83
6,40
13,100
7,71
4,69
9,82
11,100
8,65
11,69
11,100
6,79
6,86
8,83
11,76
12,76
7,95
6,53
9,43
5,61
6,87
10,100
6,82
11,75
3,73
5,84
2,72
5,83
7,48
9,89
10,77
9,79
1,57
11,80
6,72
10,76
7,74
4,68
2,74
4,82
7,88
7,68
12,83
4,87
9,93
6,95
4,78
12,91
11,97
1,50
5,60
6,97
1,59
5,79
5,85
10,64
3,40
12,97
12,79
12,94
9,64
11,97
6,82
9,53
11,79
10,76
10,84
13,97
2,52
4,53
5,44
6,95
10,68
12,100
6,53
9,53
7,78
2,63
9,68
3,58
13,100
4,86
6,87
8,97
9,63
11,67
9,90
5,83
9,82
11,100
8,91
10,93
4,68
7,72
7,75
10,99
9,89
10,82
7,100
6,60
12,76
4,55
12,94
6,97
8,78
8,61
13,100
2,68
7,87
10,100
9,59
11,76
8,100
3,75
6,73
9,87
4,90
11,100
12,97
1,47
2,55
6,100
5,52
11,95
8,79
8,52
11,68
11,100
6,80
11,83
9,100
5,87
9,63
10,99
7,85
4,78
13,99
2,60
5,93
8,99
5,76
9,89
11,93
8,63
9,89
6,97
4,77
7,70
7,47
9,59
3,75
8,75
11,97
7,100
5,85
7,60
5,100
11,81
9,45
8,93
9,77
8,35
8,100
6,100
11,73
6,71
3,60
5,73
7,72
7,77
4,85
11,87
5,80
9,99
5,66
6,84
5,100
4,56
12,98
1,55
10,100
8,83
9,66
9,96
10,100
6,88
10,67
9,98
5,97
12,93
11,94
9,74
10,83
3,55
8,27
12,86
10,64
5,69
4,59
9,91
4,81
3,67
10,63
11,100
13,95
7,39
7,71
3,74
6,61
12,93
5,63
1,59
3,71
9,69
6,78
2,65
4,75
4,76
8,99
10,88
4,87
6,65
8,52
8,84
9,100
11,100
10,75
10,81
10,76
9,56
11,64
8,60
5,94
