potds,score
43,83
58,55
84,93
53,72
74,100
16,75
91,67
88,64
86,74
69,85
45,99
77,63
85,26
112,46
81,65
84,77
112,100
86,100
88,80
59,100
71,75
53,81
63,48
92,98
101,95
62,91
66,76
49,64
57,53
97,80
103,83
77,85
89,100
89,100
48,100
97,88
67,50
104,98
63,84
130,67
53,65
64,100
95,81
54,61
12,48
109,83
59,100
52,75
85,83
59,35
102,88
68,39
31,100
50,77
45,52
121,93
93,57
48,87
49,84
66,93
81,86
88,83
101,97
86,58
69,98
49,61
94,63
107,84
107,100
75,100
61,75
89,70
65,73
45,42
68,100
46,86
104,100
84,100
63,79
47,99
72,47
62,100
52,80
115,100
62,15
74,72
97,71
16,89
61,87
54,83
72,100
64,39
95,79
104,71
64,98
81,100
86,73
65,89
120,86
71,82
58,73
93,66
106,100
41,100
59,30
92,95
50,76
66,83
73,75
27,79
84,73
69,82
87,91
94,77
104,83
128,97
72,100
54,98
38,63
95,55
87,91
88,85
108,81
88,100
114,100
43,88
84,72
70,68
87,97
64,78
28,100
50,100
64,96
68,100
95,88
119,68
78,27
79,63
32,79
99,40
74,100
94,100
77,100
81,68
79,100
82,49
95,88
