autogrades,score
8,60
6,89
6,71
5,38
6,6
10,89
9,87
6,52
11,95
6,65
5,71
7,87
4,22
8,100
4,79
9,85
3,19
8,100
6,67
5,95
3,18
8,100
9,65
4,41
