autogrades,score
10,79
10,78
3,24
3,61
7,48
8,100
9,57
10,100
6,87
6,81
5,84
5,86
9,80
6,39
5,69
10,83
13,97
5,56
10,94
8,81
6,91
9,61
9,100
4,78
7,54
12,100
7,42
11,61
9,85
6,87
11,92
5,90
8,75
8,88
2,50
13,100
10,92
8,85
10,96
6,60
10,74
10,84
9,98
2,73
12,92
8,37
7,53
4,10
9,89
8,100
5,48
4,64
9,100
7,98
12,88
2,48
7,23
4,81
12,95
9,53
3,57
6,81
7,99
5,31
10,73
7,78
10,72
10,96
9,47
8,73
10,80
6,100
6,44
10,100
2,72
11,99
4,65
6,38
8,38
12,85
6,89
1,8
3,52
9,67
4,58
8,63
9,88
9,74
3,41
8,86
9,74
6,82
12,82
4,90
9,72
3,42
4,37
9,59
8,100
13,91
7,65
9,64
11,69
8,76
7,76
10,63
10,65
10,71
10,90
3,47
5,16
6,85
7,57
13,100
7,96
3,74
5,53
10,100
7,78
5,100
3,59
8,35
9,62
10,78
8,66
10,96
10,64
6,100
8,91
9,57
2,70
7,56
1,42
6,79
11,89
5,89
5,64
8,85
5,42
9,73
9,15
9,31
7,76
5,76
7,100
4,73
10,94
10,65
8,64
8,75
6,44
11,100
11,63
12,100
12,100
5,97
7,94
9,75
4,81
1,49
5,98
9,100
9,70
8,37
7,62
6,100
10,71
10,81
13,100
11,80
10,85
7,84
3,55
6,87
6,60
9,70
1,52
11,84
6,60
7,88
8,79
8,99
8,84
8,32
1,33
8,79
12,91
5,69
5,76
6,92
8,80
5,100
9,95
11,96
9,69
9,88
5,51
2,55
8,100
8,82
6,90
12,100
8,82
4,58
4,82
12,89
5,79
7,94
7,100
12,88
4,60
12,96
5,67
7,74
9,100
6,86
11,90
3,42
8,89
5,98
13,94
11,91
7,73
1,29
3,63
4,86
7,87
8,100
1,40
9,88
2,33
7,65
11,100
13,100
11,95
3,73
8,71
8,98
6,43
8,34
13,100
5,86
11,85
3,53
4,82
12,100
4,61
4,44
3,36
8,91
11,86
1,57
4,46
9,46
3,45
10,100
4,83
13,100
11,99
8,92
10,100
6,100
11,75
6,100
13,100
4,54
7,100
8,76
10,86
2,70
7,100
13,95
8,39
8,81
12,77
11,99
11,80
6,66
12,100
11,71
8,100
12,100
11,92
6,100
10,90
4,84
4,80
1,47
5,63
6,95
6,96
8,45
8,100
9,79
5,75
7,42
4,29
5,62
7,81
11,100
3,62
7,7
3,71
12,85
2,44
10,80
9,44
7,59
3,38
9,39
11,73
11,65
6,96
7,84
11,61
9,79
13,95
9,93
12,79
6,81
1,55
7,88
7,85
4,35
8,100
9,74
4,77
6,88
8,100
4,9
12,81
7,100
6,79
5,86
11,92
6,94
8,88
10,88
11,100
11,81
11,88
3,31
9,54
10,89
5,64
8,82
7,66
3,75
9,100
10,100
2,49
8,83
1,57
9,74
4,89
2,43
9,73
11,61
4,88
8,87
10,94
10,84
7,69
10,74
8,43
1,59
3,61
7,66
1,53
11,100
5,53
8,84
11,77
2,62
7,78
8,100
11,95
8,73
11,83
10,93
7,38
9,29
6,76
13,91
9,38
5,49
2,26
9,77
13,99
4,78
11,92
9,100
8,83
12,77
11,100
6,100
7,100
8,81
8,81
7,67
6,93
7,100
4,78
9,79
9,88
9,70
5,59
3,64
12,93
5,100
9,86
7,100
8,87
5,75
8,46
10,71
6,55
4,86
8,63
