score
56
62
49
13
70
60
76
79
100
60
78
57
89
76
49
89
22
71
64
74
54
65
38
6
23
83
72
12
62
89
72
73
84
84
81
86
87
40
25
87
72
52
89
34
95
96
72
98
65
76
49
80
43
30
100
92
83
39
82
54
61
89
88
75
81
42
78
71
65
100
58
48
91
87
22
100
32
69
21
100
78
79
85
100
54
57
100
19
100
100
90
1
35
67
100
98
95
77
24
34
93
70
-11
18
53
85
83
25
80
59
75
11
94
50
76
100
27
29
65
81
17
81
63
100
91
75
41
74
92
