autogrades,score
7,46
12,96
11,97
6,56
3,52
6,100
8,91
9,71
12,85
6,52
10,96
5,66
3,59
11,83
2,60
9,91
7,89
10,96
4,83
13,95
2,48
10,72
8,48
10,62
