score
100
48
80
54
96
76
71
60
67
70
94
60
43
34
85
96
98
91
100
93
85
100
65
97
94
74
69
82
38
81
96
94
88
95
100
80
40
100
92
73
84
100
85
50
62
93
100
84
100
44
76
51
90
89
51
91
54
100
100
82
100
100
100
70
94
78
78
87
85
100
64
86
78
56
100
100
91
100
64
100
47
100
83
100
28
78
62
72
70
95
100
56
96
66
89
86
73
93
82
69
73
79
95
100
43
89
78
93
80
73
83
75
89
84
93
100
97
96
82
62
76
100
93
94
100
92
57
61
83
80
100
91
100
87
88
74
24
68
67
56
90
100
100
71
100
38
82
