potds,score
72,72
100,92
74,74
43,60
63,100
101,87
103,70
73,82
77,80
94,67
99,97
83,70
81,50
67,71
84,79
80,67
48,100
103,69
103,79
74,86
99,89
104,99
61,88
100,64
88,68
100,76
62,95
69,71
80,66
61,72
61,50
107,84
71,98
24,90
77,46
77,93
108,86
37,63
66,75
31,91
112,47
97,84
81,74
114,79
82,81
80,93
69,94
54,90
65,81
109,65
112,81
102,85
43,86
49,89
75,91
127,79
90,73
108,73
53,94
67,71
121,92
60,92
92,75
70,70
57,79
34,90
40,85
90,66
74,83
115,88
26,78
79,51
73,86
114,77
43,67
45,51
54,79
91,58
63,88
58,74
104,99
56,96
73,77
48,91
113,83
50,86
82,60
36,91
62,90
99,70
98,92
34,92
89,86
117,98
96,55
73,83
127,99
69,81
66,74
86,93
61,70
46,99
71,79
82,87
65,88
41,87
95,48
103,93
90,70
64,84
120,76
94,87
126,62
38,72
63,88
70,93
79,69
58,76
125,96
83,66
30,87
65,68
62,96
89,86
49,70
80,86
42,88
82,71
44,100
87,91
57,88
100,87
103,93
116,75
48,79
45,73
77,76
75,87
79,65
79,68
76,74
40,86
43,88
107,65
65,82
60,69
93,87
83,71
79,73
79,71
118,45
45,95
75,89
64,84
86,68
108,96
94,66
111,87
19,68
91,45
85,86
114,84
20,58
37,66
53,97
77,72
91,53
71,76
53,98
38,81
73,90
38,89
41,74
58,71
4,99
93,55
60,97
74,73
67,67
37,74
129,56
114,70
78,82
106,87
64,86
43,73
100,89
56,83
47,63
61,75
41,70
64,99
74,57
109,98
72,65
89,65
51,96
54,89
45,92
41,77
107,70
61,92
46,96
85,71
96,72
35,90
75,86
65,100
91,55
96,73
127,73
87,76
45,52
62,54
70,94
65,75
36,67
118,92
86,73
107,73
69,56
108,89
77,89
24,73
103,81
32,99
65,98
83,91
93,71
34,75
73,77
36,76
84,87
57,66
45,85
78,95
73,74
75,87
103,78
90,88
103,77
60,83
63,83
99,74
49,97
41,94
68,99
89,92
68,90
112,83
88,88
87,91
66,78
70,80
70,97
107,73
106,95
111,91
80,94
81,72
56,95
42,82
67,67
125,97
78,74
40,72
36,56
84,97
92,96
66,82
34,68
35,65
51,86
47,74
53,66
82,96
131,92
99,95
89,97
105,70
40,74
88,67
80,86
76,80
61,94
50,81
57,86
63,87
80,68
95,69
134,82
0,55
73,65
110,97
96,79
93,67
119,97
44,88
121,96
96,75
73,99
31,75
59,93
112,84
56,86
100,98
84,86
87,95
100,78
89,74
91,99
76,84
122,81
113,92
21,66
91,79
111,55
94,69
74,94
83,99
74,56
73,63
27,96
86,95
45,98
71,94
93,98
92,90
43,65
62,85
92,76
93,82
102,83
108,49
77,93
99,90
76,74
44,76
56,70
121,86
59,82
108,98
29,76
69,68
17,80
82,71
80,77
69,85
30,94
69,70
65,66
56,55
80,70
81,88
71,73
101,70
45,83
62,89
112,67
103,71
99,72
58,72
101,88
70,83
91,91
107,70
59,80
82,76
71,98
99,98
62,84
56,67
60,54
41,77
110,98
43,65
51,87
