autogrades,score
6,57
8,98
10,91
9,96
10,87
8,91
10,66
8,73
4,70
5,81
8,62
6,94
4,73
5,89
11,95
6,100
5,77
2,62
5,87
2,61
5,97
7,72
4,84
5,72
7,100
12,92
5,74
12,100
7,59
7,81
6,100
13,100
5,100
13,97
4,74
12,87
10,63
12,88
6,95
7,87
9,100
9,63
8,97
5,80
9,80
11,100
10,67
6,92
11,72
9,68
11,80
2,71
6,77
9,88
7,98
8,96
3,70
8,56
12,100
11,100
6,68
10,97
13,100
6,99
5,100
11,77
12,99
7,95
4,83
13,100
4,65
6,76
4,75
9,73
8,78
2,60
10,87
6,62
10,79
6,93
8,74
12,85
4,68
8,100
13,100
4,83
11,68
11,93
5,96
9,91
13,100
6,83
8,89
11,71
5,70
8,98
11,80
11,90
8,90
7,100
10,100
7,68
11,76
5,100
4,81
8,100
11,85
7,100
10,74
6,90
2,67
11,94
7,48
9,60
4,87
9,100
12,96
4,73
11,68
8,88
7,85
10,100
11,65
2,52
5,74
8,100
4,85
8,87
9,86
2,74
