potds,score
72,72
74,74
63,100
101,87
94,67
84,79
99,89
62,95
107,84
71,98
82,81
69,94
109,65
102,85
49,89
75,91
53,94
67,71
121,92
60,92
115,88
114,77
43,67
58,74
99,70
46,99
65,88
90,70
64,84
120,76
94,87
63,88
79,69
58,76
30,87
65,68
62,96
82,71
87,91
57,88
103,93
116,75
48,79
77,76
75,87
79,65
76,74
75,89
64,84
86,68
111,87
77,72
53,98
73,90
41,74
60,97
114,70
78,82
43,73
56,83
41,70
64,99
89,65
51,96
41,77
107,70
61,92
46,96
87,76
70,94
65,75
24,73
103,81
73,77
84,87
78,95
73,74
103,78
90,88
103,77
60,83
41,94
66,78
70,80
107,73
56,95
42,82
67,67
84,97
34,68
35,65
47,74
99,95
40,74
80,86
73,65
110,97
96,79
93,67
119,97
96,75
59,93
112,84
76,84
122,81
91,79
94,69
74,94
83,99
86,95
45,98
71,94
99,90
76,74
44,76
121,86
59,82
69,85
30,94
69,70
65,66
80,70
71,73
62,89
103,71
99,72
58,72
101,88
70,83
107,70
71,98
99,98
62,84
41,77
