autogrades,score
13,96
6,100
4,87
11,64
3,65
6,66
12,92
7,59
7,95
6,88
12,86
11,88
4,82
10,67
8,82
6,76
8,100
4,68
5,100
11,97
9,90
11,67
6,100
7,100
12,100
4,84
8,85
6,100
5,93
3,75
6,100
8,96
6,44
4,69
9,88
4,68
7,87
5,88
6,66
6,100
6,62
7,88
9,60
9,57
12,92
4,67
8,60
6,84
4,85
4,34
7,76
5,80
10,93
10,100
4,66
12,100
3,39
10,100
12,100
12,94
5,75
10,86
10,80
7,65
7,49
8,77
2,62
11,70
4,87
9,93
6,46
6,75
9,82
12,94
11,78
3,47
6,100
4,63
4,76
8,70
10,88
11,83
13,91
11,62
7,71
10,70
11,78
9,87
12,100
6,89
5,44
8,100
3,67
12,100
5,70
4,86
4,80
9,100
6,99
12,78
2,70
10,64
5,100
5,55
8,96
7,100
6,93
5,82
7,91
1,52
13,100
2,61
6,73
11,70
10,70
9,56
11,100
6,81
11,65
4,49
11,64
10,79
5,52
12,100
7,74
8,86
7,73
12,84
1,55
2,57
6,83
12,88
11,100
12,85
13,100
4,85
4,36
12,93
9,88
9,91
8,92
9,52
10,78
13,100
5,47
7,75
8,93
7,58
9,100
4,57
11,97
6,57
7,80
11,94
6,96
7,100
9,82
10,77
