score
68
66
96
99
86
72
80
96
69
64
79
66
55
65
71
66
87
81
88
84
61
85
76
66
95
68
73
85
76
83
72
84
65
96
53
95
86
65
85
77
87
86
80
98
69
75
69
47
47
74
71
72
78
51
65
81
100
82
53
91
72
62
93
92
82
95
85
72
92
70
73
92
78
94
69
95
89
89
70
73
76
95
65
66
92
69
68
90
91
100
85
95
77
81
94
99
67
65
72
70
95
47
67
81
77
86
94
59
98
85
57
93
71
54
98
59
87
90
80
91
48
73
79
89
99
87
74
98
73
67
100
83
84
85
75
55
47
90
89
56
90
68
84
57
62
78
85
85
55
89
56
85
70
92
77
72
87
80
49
97
69
83
75
92
65
82
81
95
66
82
65
85
81
77
66
88
68
75
65
66
90
93
80
95
73
73
73
89
81
79
74
59
93
76
96
61
81
86
79
84
77
99
79
60
65
54
54
50
88
80
53
71
74
65
90
71
61
74
72
99
68
85
90
69
80
69
85
94
92
66
79
90
89
95
80
55
73
80
100
99
51
82
92
78
88
47
88
99
72
48
97
79
73
92
55
89
55
90
94
68
100
50
92
82
84
88
88
49
68
87
92
67
82
78
96
73
85
99
65
76
65
92
53
89
46
80
87
81
62
96
79
87
84
61
77
89
85
98
79
67
98
67
77
95
79
79
98
77
80
99
84
96
79
78
81
85
56
48
87
67
88
83
94
70
90
95
95
60
90
62
97
96
84
69
91
84
95
68
70
92
98
54
65
72
69
89
68
98
69
74
78
88
71
96
95
78
72
70
97
97
71
92
68
100
99
66
82
89
84
56
97
83
71
97
83
90
70
99
55
45
68
88
89
94
78
77
58
85
69
68
75
81
