autogrades,score
7,26
12,99
9,100
6,61
6,77
6,100
10,86
7,65
10,100
8,100
13,100
3,58
4,84
7,84
4,37
9,75
3,72
7,98
9,62
2,56
12,100
1,7
9,99
8,45
