autogrades,score
9,90
6,100
12,82
7,100
8,48
5,100
7,95
7,35
8,80
8,48
6,67
4,54
5,72
5,96
7,100
12,76
9,56
12,95
9,76
11,100
6,71
4,69
11,66
3,60
4,74
3,67
11,80
10,100
6,51
9,70
9,94
12,81
7,62
2,60
11,100
9,70
4,49
6,100
6,43
1,44
1,34
8,99
5,100
1,43
7,59
6,85
5,96
11,98
4,77
8,75
9,91
12,96
9,70
7,100
11,86
10,98
10,97
12,93
7,57
6,67
3,68
6,85
9,100
12,89
2,51
7,59
11,100
11,62
7,100
7,65
6,100
5,82
2,49
5,97
1,23
7,94
1,29
5,23
12,82
9,74
7,75
2,55
7,69
11,84
9,100
9,82
2,38
9,72
4,55
12,100
8,34
12,81
12,80
9,96
13,100
2,53
4,68
11,94
11,88
10,93
10,96
6,100
6,100
13,95
8,97
6,100
10,80
7,40
10,67
8,100
8,89
12,92
11,73
8,49
8,51
11,64
8,84
1,48
8,100
2,73
3,57
13,100
6,85
7,71
2,48
5,96
10,99
6,50
11,62
9,77
8,93
9,100
9,70
7,84
7,100
10,100
11,82
7,93
3,45
5,44
8,58
7,52
13,94
10,100
7,76
6,100
8,51
9,83
10,90
10,100
6,95
10,77
4,89
9,81
10,100
3,57
8,100
13,91
5,51
10,100
3,39
8,91
12,80
10,76
11,92
7,68
9,65
7,54
9,41
7,100
10,100
6,100
4,82
13,95
13,100
7,100
13,96
5,100
7,70
6,94
3,65
4,78
5,63
12,88
9,78
3,67
4,85
12,88
2,20
7,100
11,72
11,83
9,94
11,89
1,29
6,55
11,87
7,85
7,100
10,89
6,100
3,64
10,70
6,46
2,38
3,29
12,96
6,86
10,78
6,86
8,81
5,73
5,85
5,78
9,41
2,56
10,100
11,67
2,55
7,100
9,56
8,69
12,81
6,100
10,91
8,85
8,86
7,79
8,69
7,76
6,67
12,93
6,100
6,64
11,100
4,47
6,37
9,85
3,63
13,100
12,100
2,63
11,78
11,83
6,100
12,99
6,58
12,86
8,79
7,28
12,99
10,78
8,62
10,98
8,72
2,57
8,31
11,100
11,76
5,70
9,70
3,57
4,76
8,70
4,59
3,59
8,95
6,100
6,100
12,91
5,56
3,53
10,64
12,80
13,96
9,93
8,66
10,82
11,89
12,86
9,56
4,81
7,100
2,73
7,93
12,79
5,46
12,82
12,83
9,96
7,69
8,73
6,99
8,79
6,95
13,100
2,43
4,89
2,70
12,76
11,70
7,78
12,100
9,100
6,93
7,80
6,19
7,73
8,57
9,83
11,97
2,49
9,75
10,85
8,74
10,79
4,77
6,85
3,69
12,89
11,82
6,84
8,93
6,52
7,100
10,100
8,97
7,96
10,82
6,62
8,97
10,100
8,76
9,100
1,59
3,64
6,60
5,93
10,94
9,100
12,97
9,64
5,99
6,92
4,66
2,70
8,93
9,36
12,92
7,79
4,61
2,57
7,75
10,61
4,73
8,61
6,100
9,70
9,83
11,97
5,75
8,88
7,76
8,18
13,94
6,80
7,100
7,98
4,70
10,99
4,83
8,100
9,40
6,91
12,100
3,61
9,98
7,87
5,71
2,60
8,7
6,88
10,63
8,74
3,24
6,100
4,68
1,53
8,90
11,81
7,83
7,65
3,48
12,91
7,57
13,95
7,74
6,67
4,56
4,45
6,90
4,57
10,82
7,92
10,90
9,83
5,100
8,94
1,41
9,100
4,85
12,100
10,88
3,71
6,100
1,38
9,82
3,69
10,84
