autogrades,score
12,100
7,73
12,77
4,77
8,79
11,88
12,87
10,91
10,79
2,58
7,89
9,84
4,83
6,47
6,100
9,79
10,79
10,79
7,100
12,95
6,76
8,59
12,82
5,100
3,62
8,67
8,73
9,50
5,92
8,100
5,99
7,100
5,79
10,73
9,100
5,61
4,71
10,82
10,82
8,73
9,71
8,79
6,60
6,67
9,87
11,64
11,89
11,88
3,72
9,100
10,77
10,78
12,98
10,85
7,67
8,61
10,93
8,92
10,100
2,48
13,94
2,70
7,82
8,73
3,73
11,100
11,68
6,65
6,78
11,94
10,100
11,80
4,76
12,100
11,73
8,100
11,69
12,88
12,91
10,100
11,74
13,96
11,67
7,100
7,100
9,94
13,99
13,98
11,95
5,86
2,60
3,67
10,62
7,65
8,85
8,68
5,100
8,87
7,67
12,87
7,84
11,84
12,88
10,100
4,64
7,87
12,94
10,100
7,100
10,100
9,100
8,100
4,58
8,57
11,77
8,83
9,53
11,90
8,100
13,93
6,76
6,100
9,85
8,80
8,91
6,75
3,70
10,73
6,76
5,52
