potds,score
28,26
110,79
34,91
21,65
125,100
83,73
30,63
90,100
80,33
78,77
86,90
79,83
74,49
94,18
80,88
39,30
69,41
106,44
46,95
35,86
130,76
64,28
50,93
68,49
62,74
97,49
99,85
101,69
75,68
42,100
51,67
67,49
82,80
101,69
47,71
27,44
29,90
56,82
