score
82
77
26
54
47
95
77
100
82
80
69
74
86
56
83
100
90
55
84
83
95
66
96
90
58
100
43
46
98
80
79
92
62
91
57
100
91
72
100
68
65
100
100
89
100
39
73
27
84
96
63
67
99
79
79
60
35
100
88
56
75
96
100
34
84
85
64
87
64
79
84
100
58
100
60
100
73
53
43
79
94
24
56
86
57
79
90
60
30
87
93
85
77
91
85
58
33
77
91
87
59
59
72
60
63
71
56
66
90
58
9
83
63
91
98
61
72
98
76
100
76
49
48
87
80
94
70
97
95
60
73
73
46
65
86
95
72
100
61
68
18
51
72
88
92
84
91
71
48
74
62
88
77
94
100
79
85
55
90
30
100
100
54
55
52
87
67
77
100
71
100
73
41
71
51
62
41
67
77
100
92
80
82
38
51
99
83
89
80
77
75
99
88
82
87
74
44
64
95
69
75
100
86
76
72
80
86
97
92
81
65
100
75
80
96
100
95
57
96
89
80
100
68
28
60
69
85
100
31
100
49
54
100
100
78
93
58
80
49
36
100
97
90
55
74
100
81
61
49
76
94
54
51
63
59
97
80
87
94
100
96
89
73
96
100
69
85
93
96
75
83
98
46
74
95
91
69
68
99
66
85
93
100
100
95
93
100
46
43
100
85
62
98
65
61
44
41
73
90
100
78
20
83
86
47
70
55
64
58
57
67
85
91
88
71
90
91
92
78
100
65
82
94
49
100
65
57
87
95
19
100
100
83
86
83
100
75
100
92
84
83
47
38
97
50
88
49
82
89
100
58
99
76
61
81
37
71
55
100
86
100
82
80
70
48
77
69
53
66
98
71
96
84
76
90
85
100
72
67
88
43
48
64
94
57
62
44
89
100
81
92
97
97
70
99
94
97
100
65
73
90
91
64
94
82
84
76
78
100
100
90
100
69
80
60
60
48
89
83
