autogrades,score
8,60
9,64
7,74
8,79
5,83
5,51
10,62
2,73
7,45
9,86
7,55
8,73
8,57
4,65
7,73
4,73
9,56
6,71
12,92
13,91
10,69
9,55
13,92
6,56
7,98
8,65
