autogrades,score
6,46
3,36
9,81
3,52
7,29
11,66
8,50
5,70
5,75
5,12
4,56
1,4
6,46
5,59
11,76
12,84
11,66
9,29
1,60
4,56
10,98
12,100
6,39
6,-9
6,92
8,80
7,66
5,100
