autogrades,score
9,68
6,57
6,85
5,78
12,100
8,98
9,93
10,81
8,66
4,77
4,54
11,82
10,71
9,94
11,100
10,91
9,96
10,87
5,76
6,73
8,86
8,91
10,66
5,70
9,86
9,97
8,73
5,72
11,100
4,70
8,93
7,77
9,100
8,27
5,74
7,54
9,54
5,81
11,96
12,100
2,61
7,100
8,62
6,89
3,73
6,94
6,57
9,85
3,61
10,100
7,64
9,66
4,53
4,73
11,86
5,89
11,95
6,100
8,94
5,67
5,77
4,90
2,62
7,62
8,74
7,62
4,89
5,87
2,61
5,97
7,72
5,73
6,89
9,92
6,51
4,84
5,72
6,68
7,100
4,65
8,89
12,92
12,99
7,100
4,81
2,50
5,74
5,100
12,100
8,45
12,100
6,69
9,80
11,67
7,59
7,81
9,73
11,92
12,80
9,88
6,58
10,83
6,100
13,100
5,100
4,70
6,85
4,65
13,97
3,49
4,74
8,81
10,92
12,87
10,63
12,80
12,88
6,95
10,92
6,75
5,100
2,74
7,87
9,100
9,63
8,97
6,73
5,80
9,80
5,100
11,83
11,100
10,67
10,66
11,79
9,75
4,56
6,84
7,79
7,83
13,100
2,70
5,100
13,91
12,98
11,88
6,92
11,72
8,47
8,65
9,68
11,80
2,71
3,67
11,84
2,43
6,77
8,47
11,79
5,100
9,88
7,98
6,100
10,91
8,96
8,80
8,91
3,70
8,56
12,100
11,100
2,63
6,68
4,88
10,97
9,72
6,79
13,100
10,76
8,86
6,99
3,74
5,100
9,54
9,86
6,76
5,70
11,64
11,77
12,99
11,91
7,95
9,82
4,83
4,77
6,100
5,100
7,60
5,58
13,100
11,73
4,65
11,80
6,76
3,54
12,86
7,56
4,75
3,75
9,73
8,78
9,100
12,85
9,69
7,100
5,100
1,41
2,60
11,78
11,84
7,87
10,87
8,72
2,57
8,90
10,73
7,59
6,62
3,74
6,93
4,83
10,79
11,82
8,75
12,90
6,93
8,91
8,94
8,90
6,67
3,44
9,76
7,25
8,74
10,90
8,25
12,85
11,65
5,64
10,100
9,75
4,68
8,100
13,100
5,75
12,100
13,92
7,90
12,85
10,68
8,100
4,86
4,83
4,83
11,68
8,63
7,94
4,83
5,54
11,91
11,80
8,75
5,100
8,60
8,72
9,46
11,93
4,63
9,57
3,37
2,46
5,74
4,84
7,100
5,96
9,91
5,77
4,66
7,47
5,91
7,66
2,52
10,80
13,100
12,100
11,100
6,83
4,68
8,89
11,71
9,71
5,70
7,35
12,95
9,97
8,98
11,80
1,46
11,90
9,78
2,48
5,100
8,90
4,88
5,51
7,100
7,73
10,63
7,93
2,58
3,53
10,100
7,68
11,76
5,65
7,96
5,100
13,95
10,71
11,90
5,57
9,42
4,81
7,96
6,61
8,100
11,85
7,100
10,74
11,91
6,90
2,67
9,85
11,94
2,64
7,48
6,75
9,60
4,87
1,37
9,100
11,77
12,100
8,81
6,54
7,55
12,96
8,97
4,73
11,99
9,45
10,70
11,81
11,68
8,96
2,31
8,88
3,71
7,85
10,100
3,38
8,96
6,100
11,65
7,53
5,92
4,80
2,52
9,98
5,74
8,100
6,72
2,58
4,51
4,85
8,87
5,53
12,100
9,75
12,100
9,86
10,82
2,74
