autogrades,score
6,92
10,90
9,84
10,100
8,46
10,100
12,96
8,34
12,92
5,66
6,81
5,67
2,73
8,88
12,100
7,77
9,37
6,63
2,65
11,100
7,59
11,85
6,71
2,48
9,60
4,60
5,93
12,87
2,25
7,97
11,80
5,100
4,70
12,79
13,100
6,58
3,40
6,90
9,14
9,46
2,28
10,89
6,95
9,27
10,70
5,56
4,85
12,88
10,100
8,60
7,100
10,90
5,69
12,83
7,82
9,100
12,100
6,91
2,63
9,91
6,89
9,78
5,80
8,100
6,71
9,56
8,80
9,55
10,100
9,57
10,99
7,69
3,53
8,90
7,10
10,87
5,38
6,6
4,81
7,96
5,60
4,50
5,60
12,87
12,100
6,55
6,68
9,60
6,68
9,82
8,48
11,68
10,81
6,100
10,100
12,80
9,99
9,78
9,84
10,82
11,83
8,80
10,89
6,100
13,99
6,100
11,92
3,31
3,46
4,87
6,98
4,74
2,68
9,53
4,30
5,92
9,79
10,69
12,86
9,87
3,73
5,100
13,93
7,52
7,50
9,96
6,82
7,62
5,39
7,74
12,81
10,92
6,50
1,60
10,72
7,82
11,69
9,90
7,29
7,15
6,52
5,47
6,92
10,100
6,85
12,100
1,39
13,94
6,100
11,95
9,71
9,90
6,78
10,62
10,100
5,56
6,100
5,100
6,34
11,94
6,65
6,100
12,84
9,100
5,73
8,97
10,68
4,54
7,75
12,100
5,99
5,94
5,100
12,81
6,100
7,75
11,63
5,90
1,50
7,100
6,49
8,62
2,59
8,89
9,54
4,65
5,54
4,71
7,4
12,100
4,78
9,72
9,67
6,66
7,53
4,64
12,76
6,84
11,86
7,100
6,77
2,57
10,81
7,48
4,25
9,24
11,85
9,66
9,75
6,70
7,79
9,88
5,100
7,91
5,32
7,28
11,100
7,81
9,46
5,100
10,62
5,42
9,66
9,81
12,100
6,97
9,100
5,74
7,45
4,86
4,28
2,75
9,92
2,75
5,96
5,33
7,32
7,100
10,77
5,100
13,100
7,65
3,53
8,75
4,90
4,80
6,81
4,71
5,71
5,1
12,100
4,90
2,68
7,92
11,71
7,87
4,22
9,100
9,89
13,100
11,64
5,74
8,82
6,81
9,45
6,69
11,100
8,100
13,100
7,84
1,25
4,79
9,85
13,99
2,62
6,100
3,59
7,67
12,100
12,100
5,61
11,87
2,73
10,61
13,98
6,78
3,19
5,97
10,64
7,80
7,75
7,54
8,100
9,47
13,100
6,83
7,46
6,100
2,56
4,80
9,46
8,91
9,93
8,100
11,69
7,56
5,15
10,97
12,89
9,87
6,67
5,72
5,91
12,100
5,71
4,84
11,71
5,95
4,74
5,100
11,77
11,68
7,80
6,62
12,100
7,100
12,100
12,100
8,61
2,60
12,98
9,100
8,100
6,98
10,79
6,76
8,23
10,71
11,96
11,95
10,85
2,51
10,100
12,100
8,53
9,69
11,90
3,18
12,82
9,89
4,42
1,53
5,69
3,61
7,72
1,59
10,96
3,53
4,81
6,100
2,70
5,59
6,66
8,39
10,69
9,77
7,100
6,89
4,68
7,74
4,63
9,90
4,69
4,89
12,90
9,61
4,89
6,100
4,65
4,52
7,22
8,97
6,78
6,74
4,42
10,87
5,74
2,26
8,100
9,100
12,76
9,65
7,38
9,100
2,58
10,97
4,75
7,72
6,30
4,30
6,69
7,43
2,74
9,80
11,100
4,79
11,97
3,73
4,41
7,100
9,100
6,87
12,92
6,68
5,100
4,64
10,85
9,67
8,87
