score
55
63
46
34
36
100
100
93
87
23
70
46
100
81
44
90
52
61
29
63
87
81
81
100
82
66
50
100
62
99
76
70
45
75
12
100
73
59
82
3
82
76
56
4
54
46
100
59
73
91
49
93
63
71
78
45
77
34
48
66
80
53
-1
76
84
66
61
40
61
98
73
56
64
86
29
60
56
69
98
87
100
72
100
39
56
72
46
26
70
56
100
-9
81
100
100
84
46
76
92
80
-4
56
90
91
66
74
22
100
66
100
86
30
85
