autogrades,score
3,58
13,98
12,100
8,82
7,66
10,66
5,100
8,100
8,77
11,64
5,71
6,66
3,70
3,42
10,81
8,49
10,83
13,100
5,100
7,93
2,33
7,91
6,81
5,67
9,100
4,69
5,64
11,89
7,70
3,74
8,90
2,51
8,80
7,89
6,68
11,96
11,79
4,37
6,100
3,54
12,99
11,100
1,35
7,89
8,72
4,79
7,46
7,28
6,56
8,96
6,49
9,64
5,51
7,89
10,72
13,91
8,71
6,43
1,24
6,72
6,80
4,89
4,80
4,90
11,61
11,72
5,75
3,62
5,100
10,80
9,8
9,75
8,81
11,100
4,30
9,96
9,82
13,100
11,65
7,71
7,46
1,46
5,25
5,80
10,83
4,67
9,63
5,100
12,100
8,100
9,100
8,75
10,93
4,85
5,92
6,100
11,93
4,70
8,71
6,81
8,98
2,48
9,40
4,86
8,100
9,79
5,100
2,43
9,98
12,100
9,41
13,100
3,70
6,89
9,98
5,46
8,98
7,65
11,98
3,70
9,62
7,68
7,85
10,100
8,83
8,99
4,59
2,44
4,74
3,48
4,67
5,93
6,76
12,78
6,90
3,21
6,88
12,81
8,61
12,93
2,50
5,69
8,43
9,81
10,68
3,52
3,70
10,73
6,57
8,100
2,73
10,67
6,87
9,72
1,36
8,38
6,57
12,80
10,76
13,95
9,50
11,68
13,100
12,77
8,52
5,52
12,87
10,100
1,40
13,100
5,32
1,40
9,54
9,84
8,49
6,89
12,100
9,95
10,74
7,56
7,72
6,72
5,93
12,100
3,42
8,86
3,43
5,79
8,85
13,91
1,20
5,47
12,98
5,98
8,70
1,34
12,93
4,70
7,77
10,69
7,74
7,67
6,100
6,67
3,52
2,18
7,45
5,43
3,62
4,66
6,66
7,46
7,48
6,82
11,68
6,98
12,76
3,60
5,62
10,100
4,75
11,94
7,68
2,66
5,88
12,88
10,81
6,95
10,89
7,64
8,100
12,88
4,86
11,100
9,100
8,11
9,45
4,86
9,92
8,100
8,56
7,100
10,92
3,34
4,71
12,81
8,71
4,84
8,40
1,33
7,84
11,100
6,66
5,93
5,18
10,100
13,94
11,97
10,100
13,97
9,74
7,46
5,100
6,100
4,53
8,94
7,100
9,66
7,28
12,82
7,90
12,84
12,83
4,86
5,97
4,47
5,84
7,64
12,78
9,77
4,80
10,88
6,79
5,84
9,9
10,64
3,60
5,99
5,71
6,76
12,88
6,82
9,79
13,100
10,65
5,82
2,47
8,90
9,79
10,96
8,84
11,93
2,63
9,68
1,53
11,100
2,56
12,88
7,77
3,41
4,61
10,100
11,100
6,70
3,26
12,78
3,59
6,59
7,100
6,80
6,91
9,100
8,100
9,69
4,77
4,87
10,97
7,8
3,74
3,53
11,95
8,100
5,100
5,20
3,68
2,53
12,80
7,27
11,79
10,83
7,83
6,62
4,86
4,59
3,69
8,100
6,61
10,81
5,62
11,100
4,73
7,59
5,68
5,98
5,59
3,60
6,34
3,65
5,90
7,72
2,37
13,100
3,57
12,100
4,82
5,82
9,100
11,76
12,100
3,31
6,100
6,79
9,26
10,100
6,63
8,100
6,73
7,87
6,36
1,15
6,41
9,90
9,78
7,97
7,25
6,66
5,31
9,42
5,30
8,48
7,95
9,70
