autogrades,score
2,33
7,70
6,68
8,96
11,61
6,89
8,83
6,57
6,57
6,89
3,42
6,66
6,82
12,76
12,81
8,40
9,9
12,88
6,80
7,8
3,53
5,100
3,31
10,100
