potds,score
43,34
100,60
81,63
114,98
74,58
45,86
126,54
45,64
91,53
85,90
93,78
74,46
74,93
72,64
127,62
107,79
69,50
93,76
89,100
111,83
95,57
0,39
113,100
74,52
93,99
43,60
