autogrades,score
9,74
3,60
10,92
5,100
12,94
7,29
7,62
5,83
9,88
5,80
11,69
5,77
12,77
9,75
12,94
13,100
4,60
11,100
5,75
10,86
5,79
10,80
4,56
6,85
9,82
7,75
7,65
5,53
5,53
3,61
7,49
8,32
9,55
10,90
9,94
9,100
9,97
5,100
8,73
5,72
10,94
7,30
8,100
1,60
9,68
9,100
10,85
2,71
5,98
7,54
6,80
2,53
8,77
12,100
5,100
1,55
4,88
7,84
7,52
12,85
5,100
8,87
7,92
8,90
7,98
13,100
11,64
9,99
11,67
2,74
12,96
12,80
8,100
4,84
7,58
9,89
5,68
6,100
10,84
11,95
10,81
2,62
7,82
4,67
6,36
3,54
11,67
11,100
8,77
9,95
6,90
13,100
12,92
7,71
5,100
6,52
1,55
9,48
11,70
5,73
3,73
7,59
10,100
5,23
2,64
11,63
3,41
2,60
10,97
3,75
4,41
6,100
4,87
7,99
3,71
6,55
4,72
9,93
5,85
3,51
10,100
6,62
11,74
8,55
5,100
8,80
2,66
7,73
6,46
6,41
9,67
6,72
8,80
3,57
5,77
6,75
8,50
7,85
12,93
12,76
7,59
2,36
12,100
9,78
7,70
6,82
8,46
8,99
7,81
5,92
6,96
6,100
10,75
9,82
11,81
12,94
11,68
7,97
6,72
6,92
9,100
11,78
10,80
3,41
6,100
12,92
7,82
3,66
13,100
9,92
4,69
9,38
9,17
11,100
7,51
10,99
2,58
7,83
7,89
5,97
4,80
5,60
5,60
1,53
6,77
9,70
7,44
6,80
5,77
13,100
7,100
9,100
7,63
3,47
1,56
6,100
12,78
4,75
13,99
12,85
10,99
11,85
9,100
10,98
10,76
6,88
4,60
5,100
9,62
2,48
11,90
3,54
8,86
12,98
4,63
4,76
4,61
4,79
8,93
11,100
8,85
8,70
10,88
8,82
11,87
8,52
5,100
3,27
10,74
10,83
8,87
9,44
5,41
8,57
5,53
10,79
9,76
10,92
10,72
11,64
9,95
11,96
7,85
13,93
5,86
11,83
7,66
13,95
12,84
11,71
6,65
4,69
9,75
6,100
10,75
13,100
5,100
13,91
10,87
11,62
11,86
9,78
8,75
5,86
3,64
5,94
9,97
6,83
9,100
12,79
5,69
8,92
9,76
10,95
5,74
7,84
7,64
8,67
7,71
6,84
11,95
3,70
10,70
7,100
11,79
10,85
11,78
5,75
7,44
11,97
9,87
6,72
9,80
10,95
8,86
10,97
12,100
8,78
9,92
4,70
10,100
6,96
10,81
3,64
9,65
8,76
11,100
7,100
7,75
9,79
8,65
5,82
8,80
4,48
10,96
2,44
6,89
8,41
8,75
7,100
10,61
6,95
1,54
5,44
8,57
12,83
3,52
5,67
6,47
5,83
8,98
8,100
5,62
13,97
8,96
8,89
5,49
6,80
6,69
3,72
1,60
5,100
10,68
3,67
6,100
3,58
1,59
6,28
8,55
12,95
5,58
11,96
6,60
9,69
10,92
7,77
12,89
8,56
6,86
4,71
12,100
2,62
9,58
9,58
8,85
8,100
3,41
5,70
7,31
9,26
7,56
11,79
7,100
9,96
4,86
6,49
12,93
4,59
10,93
6,54
13,100
13,100
7,92
9,64
8,76
11,78
6,77
7,92
6,89
10,100
9,47
8,59
9,53
12,78
4,87
9,58
10,100
7,85
7,93
10,100
4,80
2,58
4,55
8,54
3,69
4,66
7,74
11,80
9,100
8,83
3,49
12,83
11,89
2,72
6,91
8,86
10,78
9,100
8,79
7,91
8,86
4,85
2,36
12,94
13,100
11,97
10,62
6,83
5,50
7,65
10,100
9,90
12,82
7,62
12,88
5,100
7,58
4,69
12,89
11,100
6,46
3,43
6,60
5,76
6,99
7,81
8,90
6,58
8,100
4,81
7,91
10,85
5,85
1,55
9,99
3,74
7,61
8,41
8,55
12,76
10,100
12,88
6,81
4,61
6,49
4,76
5,94
5,79
3,47
7,100
7,84
4,88
7,63
7,73
11,98
10,100
13,100
12,78
1,54
9,51
7,69
8,37
4,66
11,63
6,54
9,73
8,59
5,97
6,80
9,87
5,90
8,94
11,82
5,81
12,84
5,61
6,95
6,58
10,100
4,87
4,51
11,78
4,83
12,98
12,100
4,51
10,96
12,89
2,70
12,84
9,73
7,84
7,90
1,56
13,100
9,100
11,96
10,98
10,100
9,81
10,94
11,64
6,72
9,59
12,84
11,63
7,100
10,69
6,69
6,60
3,75
12,77
10,64
11,93
9,85
2,10
7,61
6,67
9,64
8,83
6,28
6,40
12,83
11,93
8,100
10,96
5,75
6,58
9,100
5,92
6,74
6,83
11,98
5,100
10,69
1,46
11,82
13,100
9,74
8,81
6,87
8,84
6,95
7,100
10,87
2,53
9,91
7,86
9,68
5,55
7,79
5,100
5,100
3,69
9,80
4,69
12,80
5,98
11,71
8,71
7,100
13,100
11,95
6,68
10,84
3,64
13,100
3,38
6,99
10,79
6,100
7,100
7,78
4,87
7,66
7,94
7,71
7,72
11,95
8,100
11,68
9,99
7,78
13,100
7,63
2,62
4,66
7,49
5,48
4,53
10,90
8,96
9,98
9,94
9,85
8,93
11,78
5,62
9,68
5,94
13,100
12,100
7,100
9,79
8,72
11,95
11,93
5,64
5,76
10,100
10,89
11,86
2,56
7,79
6,93
7,100
8,85
8,46
11,100
2,43
7,75
8,100
5,76
3,72
4,85
6,83
7,100
13,100
8,55
5,62
8,88
7,60
9,93
9,62
12,100
11,66
4,90
7,98
8,86
12,97
10,97
5,89
10,92
11,83
7,83
5,82
2,59
7,65
5,61
3,60
5,44
3,70
2,57
7,41
5,75
12,99
4,73
6,67
10,73
9,90
11,81
6,63
8,88
7,91
11,87
8,47
8,100
7,80
6,92
8,78
5,100
6,78
8,53
10,87
2,20
10,82
2,51
8,65
8,37
11,61
8,81
1,52
9,83
7,86
5,30
9,29
11,97
8,67
5,40
4,87
7,59
4,78
4,78
9,47
11,100
4,80
7,80
8,70
2,54
8,98
8,100
8,99
9,69
3,45
6,55
7,77
10,82
12,100
8,64
9,95
10,99
9,58
10,94
13,100
2,61
5,98
2,56
10,94
10,61
7,57
8,87
6,50
6,67
7,65
11,85
6,73
7,91
9,75
5,100
7,85
12,100
5,84
4,75
11,72
9,88
10,90
11,70
11,81
11,99
1,33
6,95
9,71
7,76
10,88
9,64
7,28
8,100
11,71
10,100
8,80
9,80
10,70
5,90
5,82
2,75
4,72
6,100
11,91
12,92
10,72
7,83
10,84
8,78
10,86
8,100
5,67
9,100
12,80
13,100
6,72
12,100
10,100
3,65
11,100
5,100
8,82
4,85
3,73
6,68
9,100
8,59
11,100
11,100
5,57
8,94
4,49
13,100
9,56
9,65
8,65
5,69
7,100
11,100
7,39
8,41
8,57
3,54
10,87
9,54
8,95
6,83
7,19
8,68
6,95
8,85
5,77
2,46
6,97
2,74
6,90
2,62
2,61
13,100
11,100
11,89
12,83
6,81
10,100
9,51
5,61
9,100
7,71
11,74
6,100
10,100
4,63
10,100
4,86
4,47
8,61
12,93
7,89
11,65
4,49
9,51
11,64
9,82
8,90
8,46
3,61
9,100
8,83
12,100
12,100
2,65
3,75
11,100
10,100
9,82
6,92
12,100
6,92
12,100
11,76
5,96
10,84
10,87
5,83
7,100
8,55
9,100
10,91
4,83
2,59
12,79
10,79
13,100
13,100
9,81
5,52
12,100
7,74
9,100
9,100
5,57
9,61
8,86
7,73
3,32
7,84
1,47
7,75
3,50
10,86
5,55
2,70
11,100
8,73
7,100
7,100
4,63
4,89
11,91
12,84
1,55
5,72
1,59
8,85
5,66
10,100
2,57
2,38
12,77
6,83
6,58
8,76
3,56
12,98
11,81
7,56
1,59
12,88
8,97
12,100
12,96
9,50
4,69
9,82
9,86
11,100
7,87
11,100
8,77
3,57
9,88
8,91
2,49
10,82
6,72
12,85
13,100
11,79
7,89
10,100
4,85
4,58
11,77
12,99
6,100
7,76
1,42
5,29
5,64
2,55
10,61
8,92
5,79
1,58
7,84
4,36
4,88
11,100
1,52
6,42
6,78
5,81
7,77
9,100
7,37
8,71
12,93
3,70
3,66
6,100
4,55
1,60
9,100
8,100
2,65
7,81
8,100
9,88
13,97
9,100
4,70
8,84
5,75
11,63
12,100
10,76
3,39
9,70
8,89
5,91
9,91
10,100
7,86
8,92
4,72
6,99
10,100
11,93
5,100
13,100
6,52
10,78
9,82
6,80
9,78
6,70
9,52
2,48
6,59
1,60
13,95
7,55
4,77
6,95
11,66
11,100
9,100
10,88
7,52
1,21
11,100
9,91
4,77
3,73
9,62
10,78
13,100
8,72
6,85
12,100
12,83
10,98
5,47
4,69
5,15
8,97
10,77
7,75
5,53
6,61
3,50
8,84
7,64
7,66
5,100
4,48
11,96
6,68
3,44
8,93
10,98
9,50
6,71
7,96
5,84
8,76
8,86
7,58
5,100
2,65
7,100
9,100
6,90
13,93
9,100
8,85
11,97
6,100
9,72
10,80
12,98
12,100
12,90
8,75
6,90
5,85
7,69
2,67
8,41
6,68
5,86
5,88
9,92
12,90
2,43
10,71
8,100
7,55
7,55
9,90
5,100
9,100
9,82
9,97
9,44
10,100
5,48
10,82
6,51
9,53
5,64
9,55
13,94
5,84
6,100
4,57
10,71
5,100
2,68
8,57
7,45
3,71
11,97
6,57
11,62
7,44
8,100
4,59
9,65
12,78
6,89
10,68
4,79
6,100
5,75
11,85
5,61
3,22
2,65
2,53
5,100
8,93
1,31
7,80
4,69
6,18
8,81
6,86
13,100
8,92
3,47
7,84
6,69
8,97
9,97
11,74
4,70
11,69
8,50
13,97
9,82
5,100
12,100
8,99
9,47
6,75
5,38
11,94
9,100
8,90
8,94
9,97
9,72
9,100
7,73
9,80
9,73
11,86
10,90
10,84
13,100
5,38
5,80
10,65
9,79
8,73
7,60
7,90
12,91
6,96
4,87
5,100
3,64
9,74
7,89
7,94
7,72
9,82
5,85
6,51
7,100
9,82
7,54
12,88
4,41
1,47
9,36
4,83
9,91
8,91
5,93
8,90
8,59
5,84
4,76
10,64
10,78
8,98
8,96
1,46
5,89
11,66
6,100
8,100
11,66
10,77
11,100
11,82
6,57
11,90
13,100
7,46
5,77
4,88
9,69
4,80
4,81
12,100
3,50
7,83
2,60
4,80
2,54
6,60
9,93
5,94
11,66
5,100
2,48
9,74
10,89
5,79
8,83
5,84
