autogrades,score
3,60
4,64
8,100
3,21
6,63
11,92
13,100
6,63
10,100
4,32
7,94
6,36
6,62
8,76
5,64
6,100
13,100
4,76
4,51
7,100
6,97
11,100
1,35
2,52
9,43
4,36
9,98
9,83
10,82
7,70
3,46
8,63
9,88
11,100
1,23
11,86
11,70
7,41
7,43
9,74
12,79
9,79
2,37
11,83
4,61
10,97
12,96
10,97
6,78
3,31
7,87
1,39
8,88
9,86
12,100
9,100
11,76
9,100
11,91
5,78
7,97
6,75
7,46
9,91
9,47
12,88
7,100
8,96
5,100
8,100
10,82
7,54
13,100
7,72
2,56
5,85
11,68
7,65
9,87
6,54
9,100
8,100
7,89
12,84
7,91
8,98
10,81
9,91
7,100
3,64
9,40
8,39
5,99
7,72
9,75
7,87
5,92
7,72
5,45
10,92
7,76
7,20
13,100
7,74
10,94
8,100
3,46
3,35
2,45
10,99
11,94
6,73
4,73
4,63
6,54
12,94
12,99
6,45
10,100
9,93
5,61
11,79
5,70
5,79
6,76
8,64
6,77
8,85
4,73
10,98
5,55
6,62
7,86
6,92
11,91
8,56
4,86
11,97
5,65
6,72
3,37
12,76
8,89
6,46
8,41
6,49
4,61
4,54
11,98
8,100
7,49
8,98
12,100
6,54
1,19
2,69
8,59
13,92
10,91
1,50
9,68
6,100
5,62
7,91
5,90
9,70
2,5
7,40
9,85
6,78
9,100
12,79
12,100
8,15
5,100
13,99
7,88
6,22
10,77
10,68
3,34
11,100
7,83
2,65
9,88
2,72
10,100
6,100
10,61
8,67
7,88
8,100
10,92
10,88
2,17
3,62
9,62
11,80
5,79
6,53
9,98
4,62
1,56
6,28
1,28
11,76
9,86
2,69
2,61
6,100
7,65
11,69
8,40
6,61
10,89
7,54
7,53
3,44
12,82
4,85
4,58
9,63
13,91
8,100
10,72
10,100
10,93
3,56
4,83
8,86
8,100
6,64
6,100
2,45
7,94
12,83
13,100
4,72
7,95
8,73
12,87
10,73
7,80
9,64
8,76
7,46
7,100
11,99
6,84
4,70
2,68
6,68
8,100
10,83
7,40
3,71
8,60
9,67
11,100
5,67
12,98
9,67
6,71
12,100
7,100
6,100
9,26
2,67
9,45
7,98
9,43
11,77
9,96
8,71
5,87
2,71
10,65
8,79
5,87
5,92
11,97
6,35
9,80
7,78
11,98
11,87
10,100
6,100
7,80
9,38
9,48
7,41
4,44
10,81
9,59
4,40
9,30
8,81
8,75
1,45
12,83
8,100
11,83
12,76
7,81
10,67
8,95
5,100
4,80
7,70
10,81
8,82
5,56
4,75
7,84
9,82
9,25
13,91
10,90
9,68
4,58
3,38
9,90
5,21
7,57
3,64
6,100
8,77
6,63
7,100
5,11
9,92
12,86
1,50
7,98
7,98
9,83
3,55
8,75
8,100
6,71
10,98
6,72
8,44
9,86
9,63
12,76
9,83
7,88
10,88
6,36
11,79
9,85
5,71
5,84
12,100
9,31
6,58
10,81
12,91
8,100
9,80
10,95
11,66
8,85
5,72
9,75
1,20
8,98
12,82
5,94
6,43
4,74
6,91
6,92
8,49
12,100
