autogrades,score
10,66
11,76
9,76
2,75
5,98
12,100
7,73
12,77
5,88
11,97
4,77
6,100
2,52
5,100
7,80
4,73
6,86
10,81
5,70
11,93
10,100
9,68
5,90
10,81
9,42
6,57
9,90
13,91
9,78
11,66
10,65
5,94
5,96
4,68
12,83
8,79
5,55
9,75
2,56
6,59
12,98
6,83
8,56
11,88
6,37
4,71
5,74
6,63
9,95
6,85
2,50
5,78
12,100
9,56
6,75
10,67
8,98
4,86
7,100
9,93
7,66
10,81
9,71
2,58
9,87
12,100
9,83
9,83
6,79
12,87
5,76
10,91
13,93
8,66
8,66
4,77
10,79
5,80
8,86
5,41
9,90
6,65
9,87
2,58
8,62
2,64
6,88
4,71
5,100
12,100
9,86
7,91
11,61
7,84
4,54
13,91
13,100
6,57
9,100
7,63
8,96
6,50
8,74
9,100
7,100
3,73
5,99
11,82
11,72
7,52
2,56
7,89
10,71
10,98
12,84
11,76
8,58
12,100
7,70
12,87
9,94
3,75
11,100
9,84
7,83
7,78
5,100
7,79
9,91
8,61
9,69
10,91
5,63
5,58
7,90
7,77
9,80
9,96
10,87
7,75
7,71
10,100
5,76
3,69
9,93
8,52
12,82
6,73
8,86
8,91
6,66
7,100
8,58
9,100
10,66
10,100
5,70
2,63
4,83
8,63
2,59
5,83
5,70
8,87
12,80
4,76
6,100
6,47
11,76
9,86
7,29
2,61
8,53
7,67
10,98
12,85
13,97
8,95
9,97
12,96
2,61
8,73
5,54
2,60
12,95
6,60
5,72
5,48
2,67
9,78
11,77
11,97
6,100
10,79
11,67
5,85
11,100
7,89
9,95
9,79
4,70
8,93
3,61
6,43
13,95
11,73
5,89
5,46
6,82
8,76
10,92
10,89
3,56
8,87
4,81
13,100
7,75
12,100
9,67
4,61
5,57
6,63
7,75
7,77
12,84
7,70
9,100
8,82
10,97
6,60
7,100
13,93
8,27
13,91
11,94
4,81
5,74
11,62
11,62
5,84
6,91
7,54
9,69
4,84
10,78
7,71
9,54
12,100
5,81
5,89
8,100
9,46
9,91
4,75
9,82
11,96
12,100
8,69
7,74
5,61
12,88
6,44
2,61
7,100
2,66
11,100
3,57
10,79
13,100
5,52
8,62
13,92
6,89
10,85
11,68
6,100
5,52
6,70
10,79
8,88
6,85
6,84
9,46
9,71
7,100
11,61
5,100
4,80
10,73
12,95
3,73
6,94
7,77
10,100
6,86
6,57
9,85
3,61
6,70
5,64
4,82
2,67
9,85
10,100
6,93
4,81
4,46
7,64
9,66
8,100
4,53
5,86
6,76
4,83
8,53
4,70
5,57
10,72
5,100
3,62
2,43
4,71
8,99
4,73
7,79
7,66
4,66
4,60
7,57
11,86
11,73
5,89
3,69
5,70
5,76
11,95
13,100
9,88
6,100
8,59
8,66
3,69
12,93
8,94
12,82
5,100
10,99
9,100
5,67
3,52
9,73
6,86
1,34
7,62
6,81
8,61
12,94
1,49
5,72
5,77
6,75
4,90
10,85
13,100
9,36
9,46
11,82
2,62
5,72
8,100
5,100
11,73
3,62
7,62
8,67
8,100
5,95
8,74
8,73
11,96
9,50
7,62
9,69
10,88
4,68
5,100
9,79
5,92
4,65
11,80
5,59
9,90
12,90
6,90
3,63
8,100
12,85
5,95
4,89
13,92
5,99
10,100
11,79
10,97
10,79
2,61
13,100
10,100
7,100
6,58
12,84
10,80
13,92
5,87
6,80
13,92
10,69
4,60
4,69
3,62
2,61
10,100
8,89
7,49
4,86
5,97
8,78
7,100
4,63
12,79
5,83
11,93
7,44
5,79
6,100
8,67
9,68
6,72
5,95
10,64
5,87
7,72
5,73
6,89
11,98
7,90
2,47
11,69
9,92
12,79
6,51
5,65
9,100
7,54
10,73
7,38
12,76
10,75
9,100
4,50
9,57
4,84
9,75
11,71
12,98
7,96
8,87
6,73
4,63
9,84
6,90
3,60
8,75
4,65
8,73
7,69
9,68
5,72
6,68
5,61
10,72
7,100
6,53
2,35
