autogrades,score
10,90
8,46
12,92
5,67
8,88
7,77
7,59
2,48
4,60
7,97
11,80
12,79
9,14
2,28
5,56
4,85
12,88
7,100
12,83
6,91
9,78
8,80
9,57
8,90
10,87
7,96
5,60
6,55
6,68
11,68
6,100
9,78
9,84
6,100
6,100
11,92
3,31
4,87
4,74
2,68
9,79
5,100
13,93
7,62
5,39
12,81
10,92
1,60
10,72
7,15
6,85
1,39
6,100
6,78
6,34
6,100
4,54
5,99
5,94
5,100
6,100
7,75
5,90
1,50
7,100
8,62
9,54
12,76
6,84
11,86
2,57
9,66
9,75
7,28
11,100
9,81
12,100
9,92
2,75
5,96
5,33
5,100
8,75
4,90
5,1
4,90
2,68
11,71
6,81
11,100
13,100
1,25
2,62
3,59
12,100
12,100
10,61
13,98
5,97
7,75
7,54
9,47
13,100
6,83
7,46
6,100
8,91
11,69
7,56
10,97
9,87
5,91
5,100
11,68
7,80
12,100
12,100
12,100
8,61
2,60
8,100
6,98
10,71
11,96
11,95
12,82
1,53
1,59
4,81
9,77
7,100
4,89
12,90
6,100
8,97
6,74
4,42
5,74
7,72
6,30
11,100
7,100
6,87
6,68
5,100
4,64
10,85
