autogrades,score
4,64
12,100
4,-4
5,74
8,23
4,63
2,68
12,100
6,72
6,83
8,99
6,91
4,50
5,56
5,57
9,65
9,47
11,100
6,45
8,29
6,46
3,61
4,66
9,11
5,61
12,97
8,45
5,67
6,85
