autogrades,score
8,34
5,93
12,87
9,46
4,81
9,82
9,99
3,73
6,82
7,82
12,100
6,49
4,71
4,78
7,48
9,66
11,64
11,87
2,56
9,46
9,100
7,22
9,100
4,30
