autogrades,score
10,72
9,68
6,66
5,92
8,96
13,99
4,86
3,72
8,74
12,99
6,80
5,99
8,60
10,100
10,78
11,80
7,87
8,96
9,69
5,85
5,87
11,67
6,70
9,64
3,50
9,68
9,79
12,82
5,78
12,80
2,67
11,97
5,76
6,88
7,90
6,66
7,70
3,55
6,70
2,61
12,98
8,87
3,65
9,71
9,50
11,86
11,79
10,70
10,98
6,80
5,66
9,98
6,88
4,75
5,81
11,71
6,92
10,72
11,87
7,79
5,79
8,65
11,67
5,67
11,67
9,100
13,98
4,65
5,97
4,81
5,76
7,88
9,96
4,68
10,85
8,94
12,84
6,81
9,81
4,61
13,100
2,67
6,85
10,76
2,69
4,79
5,81
7,66
10,86
5,89
2,68
12,88
7,66
7,65
11,71
10,94
8,95
8,62
12,93
8,75
10,95
10,68
6,84
8,99
13,94
3,73
9,99
6,99
6,88
9,64
9,69
10,85
4,76
10,92
12,76
8,68
4,76
12,95
3,70
13,94
5,95
5,83
10,89
11,83
9,71
4,70
9,95
2,71
5,80
10,67
2,66
11,73
8,72
6,50
11,91
6,84
5,98
6,82
7,81
9,72
7,84
7,90
8,61
8,75
13,93
5,46
8,65
11,81
10,97
12,97
3,64
5,92
7,75
8,96
8,74
9,93
4,89
8,71
6,96
4,53
7,69
12,98
12,84
5,99
12,95
8,86
6,86
6,65
10,85
2,72
9,48
2,72
3,68
5,77
12,95
10,96
7,87
6,86
13,98
7,88
10,64
2,73
6,63
3,75
10,91
1,47
10,65
9,68
4,80
4,80
5,71
11,78
5,98
8,84
7,74
8,79
12,95
6,70
6,95
7,69
8,88
11,92
8,70
3,47
9,98
9,81
10,71
7,46
8,96
5,93
10,97
8,94
8,75
11,95
8,69
12,97
9,78
8,90
5,81
3,47
7,47
6,65
7,81
5,79
4,85
9,58
11,96
6,68
11,79
2,45
6,86
6,74
3,47
12,85
10,78
8,71
7,85
3,72
11,78
10,73
7,83
2,69
12,86
11,98
4,90
6,51
11,70
9,89
7,80
3,71
9,91
2,65
8,79
4,73
7,73
9,100
12,100
2,65
4,85
2,68
10,94
4,50
2,61
11,94
4,72
12,96
5,74
6,81
6,100
2,71
6,74
7,92
8,84
6,92
10,82
9,92
6,53
9,75
10,91
4,72
9,89
6,70
8,56
11,62
9,93
10,79
7,90
8,76
12,85
7,92
5,65
10,84
9,70
5,99
11,97
2,58
8,94
2,59
10,78
4,66
12,82
5,83
9,88
8,100
8,82
3,74
7,57
11,70
12,84
7,96
7,52
11,91
11,95
11,85
