autogrades,score
6,55
12,100
6,100
4,44
12,90
4,63
8,62
3,45
5,3
11,73
7,45
7,77
7,53
9,-1
11,73
2,72
4,72
2,56
13,100
5,84
9,56
7,91
11,66
