autogrades,score
4,73
7,91
6,66
2,61
11,96
12,90
13,92
7,49
4,57
6,72
5,75
8,53
8,100
10,70
11,75
7,48
7,68
3,40
9,53
8,97
6,60
9,100
3,74
6,61
