autogrades,score
3,72
7,99
9,89
1,41
13,100
12,100
7,80
4,73
5,65
2,43
6,100
6,73
6,50
3,66
10,69
4,79
11,100
4,77
11,65
6,84
9,100
13,100
5,49
8,45
4,68
2,49
6,93
10,79
6,78
4,57
2,46
10,66
9,76
9,100
6,29
8,100
12,93
2,46
1,27
12,87
7,75
9,75
3,48
8,92
8,33
4,71
9,77
5,94
3,74
6,68
2,62
4,71
5,92
10,100
11,100
5,75
9,77
5,100
7,81
11,66
6,79
8,97
4,79
13,91
2,41
6,93
5,81
7,69
4,78
7,86
7,69
7,54
9,85
10,63
1,46
5,92
10,77
3,74
9,86
7,48
12,100
7,80
6,86
12,100
10,100
6,91
9,82
12,100
11,95
5,44
5,59
2,60
7,100
13,100
7,87
8,81
7,78
10,75
9,58
10,100
7,64
8,54
4,78
7,75
10,77
8,92
3,56
9,50
9,60
5,80
6,99
5,94
4,62
11,88
9,61
5,100
9,97
1,47
11,93
5,100
9,72
5,57
11,98
6,96
4,81
8,74
12,77
11,93
8,100
5,100
11,80
7,67
7,100
12,100
9,91
6,56
8,93
2,65
4,72
5,68
4,59
6,84
11,71
5,69
3,74
9,54
8,78
8,76
10,100
5,93
2,32
8,96
10,100
8,47
9,50
6,89
6,52
8,100
11,82
6,45
11,77
4,82
2,63
8,88
6,85
9,88
3,41
2,65
9,98
7,78
13,100
7,92
4,82
3,41
5,100
10,94
7,75
6,42
6,100
5,77
5,21
8,97
10,100
5,87
12,100
11,64
10,100
7,100
8,77
9,90
12,78
10,91
10,100
11,74
9,47
12,98
9,74
13,100
4,88
3,64
8,78
6,80
7,69
9,28
5,45
6,100
6,92
6,90
7,44
5,86
6,60
7,69
8,51
4,38
8,74
7,68
8,39
5,47
9,96
7,67
5,63
3,72
6,100
6,100
8,76
6,100
12,92
5,67
4,88
12,78
7,95
11,81
9,85
7,46
5,82
9,89
5,93
10,78
9,86
9,78
6,100
5,83
8,100
11,70
5,50
8,80
7,100
5,100
8,100
10,76
5,84
11,76
10,82
5,100
3,73
4,59
6,78
11,100
12,82
6,56
5,100
9,63
4,79
6,86
6,80
10,100
9,57
8,90
8,71
6,81
7,35
11,87
11,98
3,62
8,76
7,100
10,61
8,94
12,100
7,85
8,92
4,30
6,100
9,73
11,100
4,89
13,100
13,100
3,65
1,54
7,81
7,29
2,24
12,100
7,61
4,55
4,57
6,89
12,84
11,69
9,86
9,93
11,95
3,53
11,89
5,100
12,93
5,100
6,100
2,60
8,86
9,88
10,71
11,92
11,76
9,77
3,58
12,100
5,79
7,95
6,53
8,51
10,68
4,51
2,69
6,90
12,98
7,100
10,71
5,100
9,34
10,68
10,100
10,87
12,100
9,100
10,76
4,73
9,83
13,100
5,83
4,87
4,62
9,43
8,90
6,66
7,77
11,88
8,83
9,88
3,42
2,46
4,81
8,77
8,93
4,74
7,61
9,83
9,92
6,74
10,88
11,65
9,86
7,82
6,71
9,70
7,82
7,35
10,98
4,88
8,59
5,44
5,63
4,85
7,95
1,48
5,100
