autogrades,score
8,41
9,68
8,100
2,44
2,75
9,97
6,67
1,56
6,81
12,100
9,97
7,58
5,73
3,75
2,58
5,94
7,61
7,79
5,89
2,57
10,100
5,15
5,85
2,65
