potds,score
60,65
43,84
82,86
48,82
39,62
70,88
53,79
103,94
49,81
104,83
120,103
69,78
39,79
91,74
60,92
61,81
41,74
48,66
90,70
82,70
74,83
78,82
117,79
102,79
105,79
111,90
74,98
83,82
63,59
113,90
62,69
116,96
45,65
120,96
85,75
67,95
45,72
54,64
104,96
27,60
72,88
94,86
68,79
59,80
97,84
49,67
104,89
47,55
101,87
52,88
84,88
28,71
71,94
102,95
89,81
123,97
32,64
129,102
79,83
98,94
114,96
118,96
112,94
92,90
77,72
85,96
89,85
64,81
87,72
52,65
83,69
103,88
83,82
108,94
58,82
106,92
76,89
98,98
114,83
114,93
108,89
78,77
58,76
76,99
40,72
64,82
96,86
80,81
107,92
115,97
86,89
71,88
45,80
89,87
75,80
81,78
59,84
57,83
69,90
90,80
113,102
105,101
59,73
73,89
87,99
49,76
78,79
116,91
63,92
108,100
57,87
101,78
79,90
99,96
43,72
107,88
112,89
103,86
129,94
41,83
72,98
66,80
53,94
117,95
94,68
73,68
59,84
47,63
119,94
79,68
80,100
103,96
82,74
79,68
71,77
87,99
52,87
66,75
44,85
70,77
49,76
104,99
51,78
57,88
124,96
98,83
82,66
114,96
65,73
81,83
