potds,score
55,81
75,81
112,101
43,85
58,61
64,82
65,84
31,56
99,93
35,72
102,89
56,95
66,75
78,96
112,99
90,96
80,86
67,79
54,75
84,84
109,103
60,73
97,84
97,81
51,89
115,95
49,79
44,88
87,81
117,100
93,95
66,99
63,92
56,68
73,92
59,92
57,80
93,91
119,104
78,84
96,86
38,65
98,94
60,73
106,101
108,102
41,80
70,91
58,79
89,77
78,83
44,87
98,98
75,89
113,88
82,100
114,96
78,86
72,104
73,72
57,64
64,81
56,96
66,86
78,78
117,95
79,91
112,97
22,77
78,92
89,82
75,86
59,77
60,81
119,99
62,62
92,92
39,68
56,94
106,95
108,86
49,85
46,72
54,93
131,98
59,92
54,78
61,76
57,88
80,86
55,89
58,92
47,79
45,64
99,68
60,86
95,73
75,75
73,85
48,89
24,67
53,76
74,77
67,90
87,89
107,101
104,99
84,88
57,72
112,93
18,61
32,77
106,79
72,88
57,80
87,96
63,98
105,87
86,79
125,100
78,99
62,99
50,66
88,73
95,94
64,94
93,92
51,88
49,72
112,88
