potds,score
34,57
55,81
33,62
60,65
43,84
75,81
82,86
48,82
39,62
46,70
77,88
70,88
53,79
103,94
49,81
112,101
43,85
58,61
29,60
104,83
120,103
64,82
65,84
85,80
69,78
39,79
31,56
91,74
60,92
99,93
61,81
41,74
124,97
121,72
48,66
90,70
82,70
35,72
74,83
71,99
83,80
78,82
102,89
122,101
117,79
56,95
60,58
102,79
81,84
101,85
105,79
78,73
73,63
66,75
111,90
78,96
112,99
90,96
74,98
83,82
80,86
63,59
67,79
60,64
65,55
113,90
80,79
54,75
84,84
109,103
60,73
62,69
67,95
116,96
45,65
97,84
97,81
13,58
51,89
120,96
85,75
115,95
62,88
79,82
84,80
96,91
49,79
74,98
44,88
78,63
67,95
45,72
37,75
54,64
87,81
117,100
104,96
27,60
72,88
94,86
99,76
68,79
93,95
66,99
63,92
59,80
43,60
97,84
56,68
49,67
73,92
104,89
49,61
59,92
57,80
47,55
93,91
119,104
95,83
101,87
42,84
52,70
78,84
96,86
38,65
98,94
52,88
60,73
106,101
84,88
28,71
108,102
41,80
58,70
53,82
71,94
64,73
102,95
89,81
36,56
75,79
123,97
32,64
129,102
89,85
48,73
70,91
58,79
110,90
79,83
89,77
78,83
44,87
98,94
43,62
66,83
98,98
130,84
114,96
118,96
75,89
113,88
114,101
112,94
82,100
92,90
77,72
114,96
78,86
72,104
73,72
88,79
57,64
85,96
64,81
89,85
64,81
56,96
87,72
117,94
66,86
87,77
78,78
52,65
83,69
103,88
32,63
83,82
117,95
79,91
108,94
112,97
58,82
22,77
106,92
76,89
98,98
95,70
114,83
78,92
114,93
89,82
108,89
75,86
56,59
105,91
85,71
59,77
78,77
60,81
119,99
58,76
11,63
101,81
76,99
72,89
85,70
62,62
90,90
40,72
41,78
92,92
90,79
130,100
64,82
96,86
80,81
39,68
107,92
116,94
115,97
56,94
25,56
86,89
38,65
106,95
103,97
8,56
33,78
101,77
113,83
71,88
89,76
108,86
45,80
112,76
49,85
73,65
89,87
61,81
75,80
46,72
54,93
131,98
81,78
26,61
59,84
57,83
69,90
90,80
113,102
91,89
105,101
59,92
54,78
59,73
73,89
87,99
57,58
79,80
49,76
78,79
66,89
72,76
64,81
94,70
61,76
90,64
116,91
107,83
90,71
63,92
108,100
57,87
57,88
80,86
101,78
79,90
106,84
16,57
84,91
80,61
99,96
55,89
43,72
107,88
58,92
112,89
47,79
45,64
103,86
99,68
79,49
129,94
41,83
60,86
95,73
76,52
75,75
72,98
66,80
53,94
73,85
117,95
94,68
48,89
71,80
73,68
90,96
61,70
68,81
24,67
53,76
74,77
48,55
68,76
67,90
59,84
47,63
119,94
79,68
59,47
87,89
80,100
113,84
107,101
104,99
84,88
57,72
103,96
112,93
18,61
73,83
32,77
60,83
106,79
86,82
72,88
57,80
86,59
87,96
82,74
99,99
113,95
79,68
31,61
63,98
71,77
105,87
87,99
70,75
52,87
66,75
86,79
44,85
20,50
125,100
70,77
78,99
62,99
80,85
49,76
104,99
50,66
60,58
51,78
95,75
88,73
57,88
95,94
64,94
124,96
98,83
82,66
93,92
51,88
62,64
114,96
65,73
90,86
49,72
81,83
112,88
