potds,score
72,71
74,95
63,76
101,92
94,85
84,91
99,82
62,85
107,87
71,81
82,89
69,85
109,79
102,91
49,88
75,96
53,83
67,84
121,99
60,74
115,98
114,88
43,54
58,61
99,79
46,58
65,72
90,71
64,76
120,101
94,100
63,72
79,88
58,74
30,64
65,82
62,94
82,83
87,86
57,79
103,95
116,101
48,79
77,85
75,73
79,86
76,85
75,82
64,81
86,85
111,89
77,71
53,80
73,99
41,75
60,86
114,87
78,101
43,70
56,70
41,78
64,87
89,79
51,70
41,61
107,93
61,81
46,75
87,78
70,72
65,88
24,74
103,97
73,101
84,82
78,95
73,88
103,84
90,95
103,82
60,89
41,77
66,89
70,80
107,82
56,82
42,79
67,78
84,96
34,60
35,75
47,69
99,97
40,75
80,92
73,61
110,92
96,87
93,88
119,89
96,76
59,93
112,90
76,69
122,90
91,92
94,93
74,90
83,98
86,74
45,79
71,94
99,88
76,87
44,75
121,105
59,92
69,70
30,77
69,87
65,62
80,78
71,88
62,67
103,82
99,92
58,87
101,95
70,76
107,80
71,94
99,96
62,69
41,65
