score
81
89
86
77
73
76
78
104
82
86
79
91
77
87
94
88
74
95
65
85
85
83
71
86
74
71
65
91
88
83
96
100
80
83
73
97
95
81
73
82
77
83
99
83
80
97
93
80
93
94
58
91
65
90
75
98
94
82
79
71
83
53
84
89
62
97
80
64
84
82
87
69
58
93
88
72
64
83
70
99
84
100
85
80
84
88
89
87
99
83
99
97
85
61
97
100
89
86
83
75
97
63
100
86
75
90
65
96
98
75
100
60
94
87
83
94
96
90
101
62
95
81
86
78
91
96
72
83
85
92
82
75
73
97
102
67
90
81
97
78
96
70
72
80
89
61
84
67
97
86
100
56
82
81
