potds,score
43,41
45,99
97,74
77,60
100,45
81,48
114,92
58,77
86,70
124,87
88,57
71,94
122,100
74,78
66,62
41,92
57,95
45,92
86,31
65,81
55,100
102,8
65,88
79,77
126,62
60,47
46,97
74,97
66,62
45,56
58,76
77,82
47,89
89,50
51,81
57,100
91,45
36,71
92,96
85,77
80,57
115,88
81,20
59,100
43,81
66,64
93,94
74,42
69,38
88,48
74,100
113,55
74,82
71,69
72,94
65,97
72,47
110,63
105,99
127,60
95,40
11,79
41,100
107,67
90,79
56,86
69,63
116,75
93,88
25,61
102,59
110,48
33,100
58,27
73,61
47,93
55,82
89,100
87,100
63,40
40,63
111,100
57,59
79,100
69,29
133,63
66,92
64,98
127,79
67,49
95,54
0,29
68,72
111,81
92,36
113,92
74,53
93,98
33,74
43,71
83,48
70,71
34,77
31,68
79,62
79,95
80,48
72,85
100,75
23,71
