potds,score
55,42
75,79
112,91
43,100
58,63
64,59
65,61
31,67
99,71
35,83
102,43
56,93
66,44
78,75
112,100
90,73
80,80
67,73
54,74
84,62
109,95
60,63
97,48
97,71
51,100
115,100
49,76
44,100
87,65
117,86
93,89
66,81
63,93
56,60
73,71
59,100
57,54
93,79
119,100
78,80
96,95
38,42
98,70
60,53
106,91
108,100
41,83
70,74
58,52
89,66
78,42
44,94
98,95
75,57
113,99
82,100
114,84
78,35
72,99
73,82
57,72
64,100
56,90
66,100
78,64
117,63
79,85
112,82
22,100
78,100
89,54
75,43
59,69
60,36
119,100
62,35
92,100
39,60
56,92
106,100
108,74
49,100
46,79
54,89
131,87
59,58
54,65
61,85
57,63
80,100
55,71
58,100
47,68
45,49
99,32
60,96
95,53
75,80
73,76
48,95
24,70
53,48
74,28
67,95
87,78
107,93
104,88
84,81
57,88
112,97
18,50
32,73
106,65
72,81
57,100
87,88
63,83
105,77
86,61
125,73
78,100
62,100
50,36
88,72
95,70
64,88
93,76
51,100
49,48
112,67
