potds,score
75,100
34,51
61,49
61,55
85,87
31,96
71,44
121,15
69,27
34,100
81,69
73,48
85,85
115,75
17,87
67,39
62,79
98,67
89,92
13,74
61,81
55,88
35,51
62,100
70,100
65,42
44,99
59,100
57,70
65,71
42,100
60,72
52,88
108,100
42,72
64,60
37,54
53,68
91,36
52,48
90,41
74,80
38,72
113,74
87,83
61,79
32,84
84,64
77,84
95,44
40,44
44,52
56,60
85,55
101,64
85,55
130,65
33,88
86,58
96,81
36,84
38,73
77,59
89,10
111,100
117,83
68,98
75,20
90,51
96,37
107,29
84,75
60,87
79,46
82,61
88,59
100,98
48,59
60,97
109,87
72,79
41,55
73,60
43,63
73,100
72,100
86,21
113,77
32,66
41,57
102,22
57,18
92,47
20,70
96,82
71,100
88,65
64,73
89,47
62,64
95,54
60,94
97,84
