autogrades,score
7,80
11,93
9,42
4,68
2,56
12,98
4,71
9,95
6,75
4,86
6,79
8,66
9,90
6,65
8,74
7,100
5,99
2,56
10,98
7,70
3,75
7,78
9,91
7,90
3,69
7,100
2,63
2,59
5,83
8,87
2,61
12,85
9,78
7,89
3,61
13,95
5,89
8,87
13,100
7,75
6,60
13,91
11,94
10,78
5,89
9,46
5,61
6,44
2,66
6,85
9,46
4,80
10,100
6,70
4,82
4,46
8,53
5,100
7,79
4,66
5,70
5,76
9,88
1,34
6,81
8,100
11,73
9,69
4,68
5,59
9,90
6,90
3,63
10,100
10,80
13,92
13,92
4,69
3,62
4,63
11,93
7,44
9,68
6,72
10,64
7,90
12,79
5,65
7,38
12,76
9,75
7,96
8,87
6,73
6,90
6,53
2,35
8,59
12,100
12,100
9,78
7,73
8,76
2,53
9,54
10,85
2,65
12,83
9,74
10,61
7,28
4,69
4,65
9,86
7,81
8,73
5,77
11,93
8,60
10,87
10,84
4,69
8,56
11,100
6,95
7,80
6,81
8,79
7,88
11,79
1,60
5,73
2,55
12,83
6,76
13,100
9,87
7,98
4,58
3,69
8,31
9,63
8,83
7,71
13,100
8,85
6,95
9,73
6,68
5,62
9,78
5,91
4,69
9,80
10,92
8,77
6,79
5,55
13,91
2,45
10,95
5,100
4,48
5,69
2,66
10,73
4,59
8,63
4,88
6,69
6,100
8,58
4,48
11,84
1,49
5,81
2,33
7,78
11,67
9,100
7,79
10,76
12,93
1,57
8,67
4,84
12,94
10,89
6,73
11,62
12,78
9,100
10,100
10,70
13,100
9,80
8,61
6,68
5,100
9,57
9,74
10,89
11,88
6,67
7,66
1,60
7,77
7,99
7,73
12,76
6,84
13,95
8,86
9,100
10,85
5,100
6,87
4,52
6,86
6,95
3,70
10,99
7,85
6,25
3,65
3,68
8,66
12,100
2,47
5,100
8,64
3,60
7,88
10,88
11,83
10,89
8,67
4,85
2,58
8,53
7,86
6,88
12,100
2,72
5,94
8,100
12,83
4,54
2,49
4,56
7,100
5,69
1,59
4,75
2,54
7,81
5,94
8,82
10,82
7,100
6,96
5,78
11,63
10,95
11,100
8,71
8,72
13,100
5,81
11,78
8,71
6,91
6,63
4,87
5,77
7,91
9,83
4,64
9,85
2,55
10,91
7,100
7,100
7,100
6,100
8,93
5,96
2,51
1,34
5,100
6,72
4,60
11,79
12,83
7,72
2,62
9,54
6,86
13,100
13,94
6,63
5,32
9,73
12,93
9,51
9,82
8,66
8,82
4,56
8,75
2,52
5,100
6,90
7,76
11,70
4,75
8,100
13,100
4,64
7,100
3,48
6,71
4,77
9,38
10,97
5,75
7,55
6,68
7,94
2,35
11,96
12,92
4,80
5,88
8,88
13,99
2,60
8,99
12,89
5,88
8,100
5,38
6,53
11,95
4,61
5,81
6,58
3,75
5,81
10,88
8,59
8,90
5,78
11,71
12,96
6,56
8,58
5,58
10,99
2,73
11,94
8,80
6,84
8,87
3,60
5,86
4,69
4,55
9,52
8,85
10,65
4,83
6,91
5,86
12,96
9,100
12,93
3,73
3,66
7,83
3,61
7,58
4,66
11,81
2,55
10,77
9,35
12,81
13,98
6,90
8,84
13,100
10,97
5,62
6,87
7,100
10,89
8,100
12,79
7,54
3,73
8,94
10,76
4,83
2,71
12,82
9,74
5,91
13,93
11,100
7,100
11,83
10,73
3,64
4,73
9,75
5,68
12,81
11,96
