autogrades,score
7,80
4,68
9,90
7,100
5,99
2,56
10,98
7,78
9,91
7,90
3,69
7,100
2,59
5,83
8,87
12,85
9,78
13,95
5,89
8,87
13,100
11,94
10,78
5,89
8,53
4,66
5,76
9,69
4,68
6,90
3,63
13,92
4,69
3,62
11,93
10,64
7,90
8,76
2,53
10,85
10,61
4,65
7,81
5,77
11,93
10,84
5,73
2,55
12,83
6,76
7,98
8,83
13,100
8,85
6,95
5,91
4,69
10,92
8,77
6,79
10,95
5,100
10,73
4,88
8,58
5,81
7,78
10,76
1,57
8,67
12,94
10,89
13,100
6,68
9,74
10,89
7,66
1,60
7,77
7,99
8,86
9,100
6,87
3,65
8,66
12,100
8,64
10,88
4,85
12,100
2,72
12,83
5,69
7,81
5,94
10,82
7,100
6,96
5,78
10,95
13,100
5,81
11,78
6,91
6,63
7,91
9,85
10,91
7,100
6,100
12,83
7,72
6,86
9,51
8,66
8,82
6,90
7,76
11,70
4,75
4,64
5,75
7,55
4,80
8,88
13,99
2,60
6,53
5,81
5,78
6,56
8,58
2,73
11,94
5,86
4,55
8,85
4,83
6,91
9,100
7,83
6,87
7,100
10,89
4,83
9,74
11,83
10,73
5,68
12,81
11,96
