potds,score
100,99
103,80
77,65
99,100
83,73
67,66
80,79
48,100
103,77
103,65
104,100
61,49
88,68
100,49
69,79
80,78
24,100
77,100
66,27
97,75
80,71
54,94
112,62
43,92
127,75
90,77
108,100
92,79
70,91
40,81
90,69
26,69
73,85
54,77
104,100
56,80
73,86
48,100
113,100
36,100
73,81
127,78
69,75
66,58
86,100
71,78
82,75
41,92
103,50
38,88
125,93
83,100
89,96
49,81
80,74
42,77
100,67
107,69
65,74
93,78
79,100
94,52
114,82
38,78
58,41
67,100
37,77
106,87
64,100
100,100
109,74
85,28
35,100
75,92
65,90
96,86
118,47
86,96
108,72
32,100
65,92
45,82
75,78
63,100
99,70
49,50
68,100
112,76
88,84
87,76
70,73
106,78
80,82
81,56
125,86
78,80
40,100
92,71
66,81
51,98
53,76
82,100
131,61
89,100
105,85
88,30
76,73
61,100
50,89
57,100
80,65
121,84
73,86
56,89
100,100
84,93
87,100
91,86
21,76
92,100
62,100
93,68
102,100
77,100
56,83
108,87
29,62
69,43
80,77
101,74
45,61
91,71
82,35
56,44
51,100
