potds,score
77,72
36,80
95,100
84,83
73,79
63,74
93,83
45,96
63,80
73,90
55,72
20,78
97,90
86,42
34,100
110,44
83,82
47,100
49,100
79,78
56,24
87,100
103,65
99,62
69,100
94,64
113,59
65,98
118,89
39,72
38,55
87,62
69,98
87,78
53,70
35,85
59,75
60,46
94,96
64,54
49,100
92,99
78,64
90,90
36,76
72,75
91,75
70,44
71,44
42,94
72,62
67,45
96,52
98,59
86,88
63,72
61,90
46,73
94,42
128,63
105,78
56,60
84,100
37,94
11,86
117,85
41,96
129,56
56,100
3,68
91,45
115,75
95,71
71,100
126,53
17,87
74,80
102,94
85,71
32,59
115,43
54,66
52,54
69,65
63,100
79,56
122,43
55,100
86,86
62,100
101,79
32,100
70,75
68,100
44,99
99,100
114,87
59,64
53,49
111,88
50,100
37,40
124,57
51,68
116,77
77,67
31,91
35,51
49,100
59,91
60,67
61,100
72,72
71,67
58,86
99,44
123,69
87,72
51,100
48,84
50,35
87,78
67,67
86,100
77,88
100,93
61,87
106,77
80,84
35,55
60,79
40,100
92,87
76,61
91,73
79,17
57,70
46,100
108,80
58,72
116,68
65,71
125,74
47,72
89,53
100,51
64,100
94,93
78,47
61,90
49,61
87,77
51,92
52,77
126,60
88,56
7,75
68,94
42,72
81,85
47,84
78,92
91,100
45,100
80,67
69,54
98,92
94,100
41,41
67,99
78,55
57,74
63,55
85,100
53,50
27,99
86,96
52,75
91,81
57,41
83,92
60,66
63,100
43,97
61,60
56,99
89,60
32,100
88,48
92,93
51,52
45,27
68,96
113,100
100,86
84,64
72,79
61,92
65,95
131,74
53,67
67,79
95,78
73,64
67,65
80,41
110,54
44,52
108,67
37,83
95,69
51,58
105,71
37,93
30,92
120,92
77,59
69,78
87,87
84,100
44,85
63,100
96,89
112,72
98,91
95,86
105,78
88,91
67,94
97,83
33,88
61,100
93,76
55,91
74,99
83,41
100,55
89,98
94,100
117,100
44,66
83,82
56,84
81,58
87,87
49,51
34,83
106,100
32,51
110,56
100,100
48,81
122,64
72,64
58,40
111,100
47,81
49,86
49,100
70,80
123,80
63,38
69,100
63,94
52,71
81,95
41,78
49,49
65,48
57,53
108,98
100,62
103,72
102,76
20,100
112,72
32,97
106,92
57,60
79,70
126,75
91,99
133,63
85,100
85,30
127,97
100,67
78,99
71,69
88,77
72,100
31,95
100,94
110,98
79,61
58,87
46,50
89,75
107,88
71,90
42,81
72,95
104,76
116,80
86,82
83,83
24,86
77,67
59,80
67,72
76,68
74,100
65,83
87,68
104,51
98,100
105,51
68,61
86,100
109,65
52,82
58,92
83,100
64,76
50,100
60,91
60,100
93,32
113,100
21,63
110,91
49,100
47,77
92,56
59,81
80,82
109,87
50,57
20,72
72,79
77,77
31,58
50,78
56,77
104,70
90,84
43,75
130,100
87,39
58,89
84,91
85,52
53,78
46,95
79,77
95,73
83,62
33,83
95,98
34,84
81,48
84,96
60,65
74,100
114,100
53,93
53,90
86,68
44,92
88,55
92,100
68,82
92,51
87,100
72,45
98,100
19,59
42,100
102,22
57,18
92,69
30,90
71,100
113,84
103,54
92,88
89,47
50,66
86,57
95,46
60,94
39,74
