potds,score
100,75
84,100
73,73
63,77
93,77
43,100
73,93
103,90
58,78
77,66
99,94
20,79
83,55
85,98
84,83
34,88
77,71
124,95
60,78
43,100
53,56
34,75
67,67
98,86
82,93
48,81
80,58
74,87
48,100
16,83
61,79
47,87
49,91
39,66
112,66
79,79
103,58
103,62
103,64
91,88
88,61
86,91
69,96
65,74
104,100
70,82
61,72
65,89
53,71
88,76
100,58
71,70
45,87
103,94
30,75
49,100
39,84
69,83
77,61
80,69
24,100
104,73
120,86
77,100
93,63
87,83
85,70
60,47
69,86
112,53
39,97
66,60
91,72
81,77
84,97
90,100
97,79
60,100
112,95
36,79
61,93
88,61
86,82
80,76
78,75
54,100
112,75
41,77
88,82
43,100
48,74
90,54
59,69
82,54
66,46
127,91
90,75
108,82
74,96
78,100
71,57
63,79
92,70
128,79
81,85
70,84
84,100
40,73
37,95
117,73
57,100
102,85
53,70
90,64
40,82
105,64
53,100
117,76
63,72
122,100
26,62
73,71
111,86
58,70
116,88
126,59
74,94
74,82
102,100
83,67
54,86
104,81
92,94
63,90
101,100
82,100
104,100
115,73
52,62
69,67
62,95
79,73
122,50
113,62
56,88
86,92
73,65
66,80
62,100
48,95
32,99
113,79
36,100
49,100
57,58
60,80
51,92
97,86
99,100
114,79
38,72
73,87
62,73
127,98
69,69
116,92
45,51
56,65
103,100
111,73
78,76
50,100
66,57
67,75
86,98
48,96
108,87
87,73
71,75
77,65
82,73
51,61
41,72
89,53
120,65
89,75
19,100
59,78
102,73
77,71
85,89
103,80
59,82
72,82
94,83
89,84
38,78
48,100
123,73
87,71
97,100
67,58
125,99
83,79
87,79
104,97
67,60
52,86
63,100
67,100
89,66
130,77
45,69
106,73
53,100
54,67
49,54
80,86
61,67
42,71
104,73
64,100
106,87
27,92
72,80
70,60
94,88
80,64
68,83
95,100
100,74
59,70
27,100
63,95
40,89
97,65
39,80
92,88
49,49
54,63
12,71
91,72
104,81
109,83
59,94
96,81
45,79
103,79
74,60
46,100
52,87
85,100
47,80
116,77
59,63
89,100
125,78
99,87
101,75
107,57
102,81
68,49
65,90
31,81
93,73
50,99
79,84
92,73
52,73
72,68
61,98
45,80
87,62
51,85
51,78
84,100
28,83
121,69
126,67
88,61
93,65
94,52
58,91
48,100
71,75
102,84
49,86
66,92
81,98
88,100
66,69
89,79
101,98
114,85
86,71
123,70
69,100
32,100
91,93
49,85
45,92
129,91
56,63
94,94
64,100
79,65
94,100
59,84
78,48
38,69
57,94
98,67
75,67
53,70
107,100
107,79
58,65
114,79
75,86
118,100
86,82
59,100
52,73
91,73
67,80
61,76
68,93
112,91
37,55
124,84
43,100
50,73
92,80
77,91
66,62
85,88
115,78
51,100
89,100
65,82
106,97
64,83
69,100
89,68
88,65
89,72
64,79
87,76
92,78
100,100
59,70
52,54
45,89
68,77
83,86
109,87
103,76
83,64
108,91
100,94
58,82
46,68
106,77
61,100
104,74
76,100
98,100
95,80
120,73
114,58
84,78
66,76
93,84
63,91
47,97
72,50
38,85
114,73
108,76
85,63
37,100
62,79
108,80
94,86
53,70
78,85
35,94
52,97
75,94
65,95
115,79
96,86
78,75
61,100
58,100
94,88
60,83
76,100
62,53
69,73
118,74
84,100
44,69
63,88
105,67
74,76
97,84
86,86
40,84
95,86
16,52
64,90
108,98
96,73
80,59
107,74
93,91
32,100
55,100
65,96
100,74
104,100
115,83
76,100
89,96
86,75
61,63
84,82
45,100
83,67
34,100
54,100
75,96
72,87
100,100
48,94
71,76
64,63
86,71
45,90
63,89
99,58
95,82
49,85
104,91
76,87
68,98
73,77
64,68
89,64
81,72
75,75
112,76
88,93
81,75
87,73
69,99
59,92
86,82
47,55
63,98
57,90
81,95
69,85
90,68
41,86
65,100
120,55
65,60
57,67
70,90
113,100
111,100
106,86
105,83
71,93
71,78
102,62
59,63
58,61
61,96
93,68
73,94
106,87
53,100
87,83
113,72
41,100
80,100
81,55
59,59
92,76
90,60
49,80
60,79
125,100
78,76
40,63
78,75
57,65
55,62
126,85
50,87
66,100
92,99
66,68
66,97
73,47
116,57
27,100
113,73
116,93
100,68
84,95
63,74
108,84
51,70
57,100
78,100
88,87
69,68
110,56
53,49
82,81
79,67
86,75
58,87
131,73
84,100
89,82
105,78
107,84
87,99
88,53
101,77
79,66
76,100
61,100
77,100
61,100
50,69
99,80
29,100
43,100
67,84
107,100
57,95
50,48
101,71
94,78
112,68
76,88
104,99
80,74
74,100
108,77
70,97
128,93
103,71
45,94
87,64
72,76
54,89
38,93
129,95
95,63
92,96
62,92
41,97
121,83
